playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
sundspa01,1990,1,NJD,NHL,C,71.0,15.0,31.0,46.0,48.0,7,4,9,1,1,1,0,96,2,0,0,0,0,0,0,0,0,0,0,2
larocmi01,1980,1,MTL,NHL,G,28.0,0.0,1.0,1.0,2.0,0,0,,0,,0,0,0,,,,,,,,,,,,
romnedo01,1937,1,CHI,NHL,C,44.0,10.0,22.0,32.0,4.0,,,,,,,,,10,2,4,6,2,,,,,,,
angelme01,2003,1,WAS,NHL,L,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
cavalpa01,1992,2,WAS,NHL,D,71.0,5.0,8.0,13.0,46.0,3,0,0,0,0,0,0,77,6,0,2,2,18,-1,0,0,0,0,0,5
simmodo01,1961,1,TOR,NHL,G,9.0,0.0,0.0,0.0,0.0,,,,,,,,,3,0,0,0,0,,,,,,,
tuckejo01,1992,1,TBL,NHL,L,78.0,17.0,39.0,56.0,69.0,-12,5,13,1,0,1,0,179,,,,,,,,,,,,
hanseja01,2008,1,VAN,NHL,R,55.0,6.0,15.0,21.0,37.0,5,0,0,0,1,1,,64,2,0,0,0,0,0,0,0,0,0,0,0
brotene01,1996,3,DAL,NHL,C,20.0,8.0,7.0,15.0,12.0,6,1,0,1,0,2,0,35,2,0,1,1,0,0,0,0,0,0,0,3
jacksdo02,1983,1,EDM,NHL,D,60.0,8.0,12.0,20.0,120.0,28,0,,1,,2,0,57,19,1,2,3,32,9,0,,0,,0,16
manerra01,1978,1,LAK,NHL,D,71.0,8.0,27.0,35.0,64.0,6,2,,0,,2,0,116,2,0,0,0,6,,0,,0,,0,
evansst01,1936,1,MTM,NHL,D,48.0,6.0,7.0,13.0,54.0,,,,,,,,,5,0,0,0,0,,,,,,,
kocurjo01,1992,1,NYR,NHL,R,65.0,3.0,6.0,9.0,131.0,-9,2,1,0,0,0,0,43,,,,,,,,,,,,
nortobr01,2002,1,LAK,NHL,D,53.0,3.0,3.0,6.0,97.0,1,0,0,0,0,0,0,19,,,,,,,,,,,,
brackcu01,1981,1,EDM,NHL,R,14.0,0.0,2.0,2.0,12.0,2,0,,0,,0,0,2,,,,,,,,,,,,
gorgejo01,2010,1,MTL,NHL,D,36.0,1.0,6.0,7.0,18.0,-3,1,0,0,0,1,,20,,,,,,,,,,,,
khabini01,1995,1,WIN,NHL,G,53.0,0.0,0.0,0.0,12.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
malonje01,1910,1,QU1,NHA,,1.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,
karpada01,1995,1,ANA,NHL,D,72.0,3.0,16.0,19.0,270.0,-3,0,3,1,1,1,0,62,,,,,,,,,,,,
bureva01,2001,1,FLO,NHL,R,31.0,8.0,10.0,18.0,12.0,-3,2,6,0,0,1,0,100,,,,,,,,,,,,
sourash01,1997,1,NJD,NHL,D,60.0,3.0,7.0,10.0,85.0,18,0,0,0,0,1,0,74,3,0,1,1,2,0,0,1,0,0,0,1
greenje01,1992,1,WAS,NHL,L,16.0,1.0,1.0,2.0,18.0,-3,0,0,0,0,0,0,15,,,,,,,,,,,,
vaskomo01,1967,1,MNS,NHL,D,70.0,1.0,6.0,7.0,45.0,-36,0,,0,,0,0,23,14,0,2,2,6,,0,,0,,0,
harriji01,1976,1,CHI,NHL,C,60.0,18.0,23.0,41.0,97.0,-26,8,,1,,3,1,140,2,0,0,0,0,,0,,0,,0,
bouchbu01,1949,1,MTL,NHL,D,69.0,1.0,7.0,8.0,88.0,,,,,,,,,5,0,2,2,2,,,,,,,
irvindi01,1928,1,CHI,NHL,C,39.0,6.0,1.0,7.0,30.0,,,,,,,,,,,,,,,,,,,,
cullejo01,1990,1,PIT,NHL,C,65.0,31.0,63.0,94.0,83.0,0,10,,0,0,2,1,171,,,,,,,,,,,,
nielsfr01,2011,1,NYI,NHL,C,82.0,17.0,30.0,47.0,6.0,-3,5,10,0,0,1,,133,,,,,,,,,,,,
drukeha01,2003,1,TOR,NHL,C,9.0,0.0,4.0,4.0,2.0,4,0,0,0,0,0,0,19,,,,,,,,,,,,
browndu01,2005,1,LAK,NHL,R,79.0,14.0,14.0,28.0,80.0,-10,6,3,0,0,2,,159,,,,,,,,,,,,
stanlal01,1950,1,NYR,NHL,D,70.0,7.0,14.0,21.0,75.0,,,,,,,,,,,,,,,,,,,,
boyerwa01,1966,1,CHI,NHL,C,42.0,5.0,6.0,11.0,15.0,,1,,0,,1,0,,1,0,0,0,0,,,,,,0,
brisepa01,1994,1,MTL,NHL,D,35.0,4.0,8.0,12.0,26.0,-2,0,3,0,0,2,0,67,,,,,,,,,,,,
renbemi01,2003,1,TOR,NHL,L,59.0,12.0,13.0,25.0,50.0,-1,2,5,0,0,1,0,88,2,0,0,0,4,0,0,0,0,0,0,2
bouckty01,2005,1,VAN,NHL,R,12.0,1.0,1.0,2.0,21.0,0,0,0,0,0,0,,6,,,,,,,,,,,,
clackki01,1976,1,IND,WHA,D,71.0,3.0,8.0,11.0,168.0,-9,0,,0,,,,44,9,0,1,1,24,2,0,,0,,0,
russebo01,1975,1,EDO,WHA,R,58.0,13.0,18.0,31.0,19.0,-12,0,,0,,0,,118,4,1,0,1,0,-3,,,,,,
leyri01,1970,1,TOR,NHL,D,76.0,4.0,16.0,20.0,151.0,11,0,,0,,0,0,78,6,0,2,2,4,,0,,0,,0,
larocmi01,1977,1,MTL,NHL,G,30.0,0.0,4.0,4.0,0.0,0,0,,0,,0,0,0,,,,,,,,,,,,
johnsed01,1969,1,BOS,NHL,G,37.0,0.0,2.0,2.0,2.0,0,0,,0,,0,0,0,1,0,0,0,2,,0,,0,,0,
kassima01,2010,1,MIN,NHL,L,4.0,0.0,0.0,0.0,12.0,-1,0,0,0,0,0,,1,,,,,,,,,,,,
cochrgl01,1980,1,PHI,NHL,D,31.0,1.0,8.0,9.0,219.0,3,0,,0,,1,0,25,6,1,1,2,18,,0,,0,,0,
droppiv01,1993,1,CHI,NHL,D,12.0,0.0,1.0,1.0,12.0,2,0,0,0,0,0,0,13,,,,,,,,,,,,
schoeji01,1982,1,DET,NHL,D,57.0,1.0,10.0,11.0,18.0,-14,0,,0,,1,0,68,,,,,,,,,,,,
lecavvi01,2002,1,TBL,NHL,C,80.0,33.0,45.0,78.0,39.0,0,11,13,2,0,3,1,274,11,3,3,6,22,-2,1,2,0,0,1,32
gardnda01,1973,2,STL,NHL,C,15.0,5.0,2.0,7.0,6.0,-6,1,,0,,0,0,29,,,,,,,,,,,,
warddi01,1993,1,VAN,NHL,L,33.0,6.0,1.0,7.0,37.0,-14,2,0,0,0,1,0,46,,,,,,,,,,,,
coopejo01,1936,1,NYR,NHL,D,48.0,0.0,3.0,3.0,42.0,,,,,,,,,9,1,1,2,12,,,,,,,
townsgr01,1990,1,BOS,NHL,R,18.0,2.0,5.0,7.0,12.0,1,0,0,0,0,0,0,10,,,,,,,,,,,,
laperia01,1994,1,STL,NHL,C,37.0,13.0,14.0,27.0,85.0,12,1,2,0,0,1,0,53,7,0,4,4,21,3,0,0,0,0,0,10
sullipe01,1977,1,WIJ,WHA,C,77.0,16.0,39.0,55.0,43.0,-12,3,,1,,,,130,9,3,4,7,4,3,,,,,1,
kravcig01,1995,1,EDM,NHL,D,26.0,4.0,4.0,8.0,10.0,-13,3,3,0,0,0,0,59,,,,,,,,,,,,
gilescu01,1992,1,STL,NHL,D,48.0,0.0,4.0,4.0,40.0,-2,0,2,0,0,0,0,23,3,0,0,0,2,-1,0,0,0,0,0,0
loughcl01,1922,1,VC1,PCHA,D,30.0,12.0,9.0,21.0,18.0,,,,,,,,,2,0,0,0,4,,,,,,,
halleke01,1995,1,PHI,NHL,D,69.0,5.0,9.0,14.0,92.0,18,0,2,2,0,2,0,89,6,0,1,1,8,0,0,0,0,0,0,6
schubch01,2005,1,OTT,NHL,D,56.0,4.0,6.0,10.0,48.0,4,0,1,1,0,0,,72,7,0,1,1,4,3,0,0,0,0,0,9
hilbean01,2001,1,BOS,NHL,C,6.0,1.0,0.0,1.0,2.0,-2,0,0,0,0,0,0,11,,,,,,,,,,,,
meehage01,1976,1,WAS,NHL,C,80.0,28.0,36.0,64.0,13.0,-11,9,,1,,6,2,193,,,,,,,,,,,,
winklha01,1921,1,EDE,WCHL,G,15.0,0.0,0.0,0.0,0.0,,,,,,,,,2,0,0,0,0,,,,,,,
smithsi01,1946,1,TOR,NHL,L,14.0,2.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,
whitnra01,1999,1,FLO,NHL,L,81.0,29.0,42.0,71.0,35.0,16,5,17,0,0,3,2,198,4,1,0,1,4,-2,0,0,0,0,0,17
ottojo01,1986,1,CAL,NHL,C,68.0,19.0,31.0,50.0,185.0,8,5,,0,,1,0,127,2,0,2,2,6,0,0,,0,,0,3
nyquigu01,2011,1,DET,NHL,L,18.0,1.0,6.0,7.0,2.0,2,0,0,0,0,0,,19,4,0,0,0,0,1,0,0,0,0,0,1
caronse01,2003,1,PIT,NHL,G,40.0,0.0,0.0,0.0,6.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
thomare01,1974,1,MIB,WHA,C,50.0,8.0,13.0,21.0,42.0,-23,2,,0,,,,147,,,,,,,,,,,,
lemiejo01,1987,1,STL,NHL,R,23.0,1.0,0.0,1.0,42.0,-5,0,0,0,0,0,0,19,5,0,0,0,15,-1,0,0,0,0,0,2
mickoni01,1958,1,DET,NHL,L,66.0,11.0,15.0,26.0,20.0,,,,,,,,,,,,,,,,,,,,
greenre01,1926,1,NYA,NHL,L,43.0,10.0,4.0,14.0,53.0,,,,,,,,,,,,,,,,,,,,
whitebi01,1973,1,CHI,NHL,D,69.0,5.0,31.0,36.0,52.0,51,0,,0,,1,0,85,11,1,7,8,14,,1,,0,,0,
waresed01,1946,1,CHI,NHL,R,60.0,4.0,7.0,11.0,21.0,,,,,,,,,,,,,,,,,,,,
kovalil01,2009,1,ATL,NHL,L,49.0,31.0,27.0,58.0,45.0,1,10,9,0,0,3,,179,,,,,,,,,,,,
duffdi01,1969,1,MTL,NHL,L,17.0,1.0,1.0,2.0,4.0,-5,0,,0,,0,0,21,,,,,,,,,,,,
zubruda01,2008,1,NJD,NHL,C,82.0,15.0,25.0,40.0,69.0,6,1,10,0,0,3,,130,7,0,1,1,10,-2,0,0,0,0,0,14
meekiha01,1920,1,VA2,PCHA,L,24.0,13.0,2.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,
lecavvi01,2002,1,TBL,NHL,C,80.0,33.0,45.0,78.0,39.0,0,11,13,2,0,3,1,274,11,3,3,6,22,-2,1,2,0,0,1,32
nieuwjo01,1994,1,CAL,NHL,C,46.0,21.0,29.0,50.0,33.0,11,3,12,0,0,4,0,122,5,4,3,7,0,0,2,0,0,0,1,21
perssri01,2000,1,OTT,NHL,D,33.0,1.0,8.0,9.0,35.0,8,0,2,0,0,1,0,43,2,0,0,0,0,0,0,0,0,0,0,2
halleke01,1989,1,BUF,NHL,D,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
vishema01,1993,1,WIN,NHL,D,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
jacksbu01,1937,1,TOR,NHL,L,48.0,17.0,17.0,34.0,18.0,,,,,,,,,6,1,0,1,8,,,,,,,
cullema01,2003,1,FLO,NHL,C,56.0,6.0,13.0,19.0,24.0,-2,1,1,0,2,2,0,75,,,,,,,,,,,,
momesse01,1995,1,TOR,NHL,L,54.0,7.0,8.0,15.0,112.0,-11,4,2,0,0,1,2,91,,,,,,,,,,,,
swensca01,1973,1,WIJ,WHA,C,25.0,5.0,4.0,9.0,2.0,,1,,0,,0,,,1,0,0,0,0,,,,,,0,
drukeha01,1999,1,VAN,NHL,C,33.0,7.0,9.0,16.0,10.0,14,2,0,0,0,0,0,69,,,,,,,,,,,,
cassean01,1997,1,CAL,NHL,C,81.0,17.0,27.0,44.0,32.0,-7,6,6,1,4,2,1,138,,,,,,,,,,,,
stanlal01,1966,1,TOR,NHL,D,53.0,1.0,12.0,13.0,20.0,,0,,0,,0,0,,12,0,2,2,10,,,,,,0,
andermi01,1991,1,HAR,NHL,R,74.0,18.0,29.0,47.0,14.0,18,1,6,3,0,1,0,149,7,0,2,2,6,-2,0,0,0,1,0,10
hatchde01,1997,1,DAL,NHL,D,70.0,6.0,25.0,31.0,132.0,9,3,9,0,0,2,0,74,17,3,3,6,39,-1,2,1,0,0,0,22
horvabr01,1956,1,NYR,NHL,C,7.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,
clackki01,1975,1,IND,WHA,D,77.0,1.0,12.0,13.0,351.0,-10,1,,0,,0,,71,6,0,0,0,25,-2,,,,,,
mccossh01,1994,1,NYR,NHL,C,5.0,1.0,0.0,1.0,2.0,1,0,0,0,0,0,0,2,,,,,,,,,,,,
mcdonla01,1981,1,COR,NHL,R,16.0,6.0,9.0,15.0,20.0,-3,0,,0,,1,1,65,,,,,,,,,,,,
giordma01,2005,1,CAL,NHL,D,7.0,0.0,1.0,1.0,8.0,2,0,1,0,0,0,,5,,,,,,,,,,,,
sillimi01,2003,1,PHO,NHL,C,60.0,8.0,6.0,14.0,54.0,-14,0,0,1,1,0,0,66,,,,,,,,,,,,
johanjo01,1983,1,NJD,NHL,C,5.0,0.0,0.0,0.0,0.0,-2,0,,0,,0,0,4,,,,,,,,,,,,
chimeja01,2001,1,EDM,NHL,C,3.0,1.0,0.0,1.0,0.0,-3,0,0,0,0,0,0,3,,,,,,,,,,,,
peverri01,2008,2,ATL,NHL,C,39.0,13.0,22.0,35.0,18.0,16,2,3,1,1,5,,75,,,,,,,,,,,,
demitpa01,2003,1,STL,NHL,C,68.0,23.0,35.0,58.0,18.0,1,8,13,0,0,5,1,179,5,1,0,1,4,1,0,0,0,0,0,13
prusema01,2003,1,OTT,NHL,G,29.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
koivumi01,2005,1,MIN,NHL,C,64.0,6.0,15.0,21.0,40.0,-9,3,7,0,0,0,,96,,,,,,,,,,,,
conacpe01,1957,1,TOR,NHL,L,5.0,0.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,
paillma01,1957,1,NYR,NHL,G,33.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
holdeba01,1909,1,MOS,NHA,,12.0,5.0,0.0,5.0,23.0,,,,,,,,,,,,,,,,,,,,
lavalke01,1983,1,LAK,NHL,L,19.0,3.0,3.0,6.0,2.0,-5,0,,0,,0,0,41,,,,,,,,,,,,
olczyed01,1986,1,CHI,NHL,C,79.0,16.0,35.0,51.0,119.0,-4,2,,1,,2,0,181,4,1,1,2,4,1,0,,0,,0,10
bollbu01,1941,1,BKN,NHL,L,48.0,11.0,15.0,26.0,23.0,,,,,,,,,,,,,,,,,,,,
meehage01,1970,1,BUF,NHL,C,77.0,24.0,31.0,55.0,8.0,-12,5,,0,,1,2,163,,,,,,,,,,,,
richabr02,2005,1,COL,NHL,C,41.0,3.0,10.0,13.0,12.0,0,1,0,0,0,0,,51,9,1,0,1,6,-3,0,0,0,0,0,7
allisja01,1995,1,WAS,NHL,C,19.0,0.0,3.0,3.0,2.0,-3,0,1,0,0,0,0,18,,,,,,,,,,,,
mitchiv01,1919,1,TRS,NHL,G,16.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
gilmodo01,1999,1,CHI,NHL,C,63.0,22.0,34.0,56.0,51.0,-12,8,12,0,0,3,1,100,,,,,,,,,,,,
sandsto01,1996,2,DET,NHL,R,34.0,9.0,9.0,18.0,36.0,2,0,3,1,0,2,1,66,20,0,4,4,24,-3,0,1,0,0,0,36
buskaro01,1987,1,PIT,NHL,D,76.0,4.0,8.0,12.0,206.0,6,0,1,0,0,1,0,53,,,,,,,,,,,,
michami01,2007,1,SJS,NHL,L,79.0,24.0,31.0,55.0,47.0,19,5,11,1,0,8,,233,13,4,0,4,4,5,1,0,0,0,1,23
zombori01,1991,2,STL,NHL,D,64.0,3.0,15.0,18.0,46.0,4,0,0,0,1,0,0,47,6,0,2,2,12,-2,0,0,0,0,0,5
prongch01,2008,1,AND,NHL,D,82.0,11.0,37.0,48.0,88.0,0,4,24,0,1,2,,196,13,2,8,10,12,4,1,5,0,0,0,27
lanego01,1979,1,WAS,NHL,D,19.0,2.0,4.0,6.0,53.0,1,0,,0,,0,1,16,,,,,,,,,,,,
macouja01,1993,1,TOR,NHL,D,82.0,3.0,27.0,30.0,115.0,-5,1,5,0,1,1,0,122,18,1,1,2,12,-4,0,1,0,0,0,35
nikulig01,1996,1,ANA,NHL,R,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1
gretzwa01,1992,1,LAK,NHL,C,45.0,16.0,49.0,65.0,6.0,6,0,24,2,1,1,0,141,24,15,25,40,4,6,4,9,1,2,3,76
szczepa01,2011,1,BUF,NHL,C,9.0,1.0,3.0,4.0,4.0,0,0,0,0,0,0,,11,,,,,,,,,,,,
lorimbo01,1977,1,NYI,NHL,D,5.0,1.0,0.0,1.0,0.0,0,0,,0,,0,0,3,,,,,,,,,,,,
bibeapa01,1942,1,MTL,NHL,G,50.0,0.0,0.0,0.0,0.0,,,,,,,,,5,0,0,0,0,,,,,,,
mctagji01,1981,1,WAS,NHL,D,19.0,2.0,4.0,6.0,20.0,-2,0,,1,,1,0,24,,,,,,,,,,,,
walkeja01,1917,1,SEA,PCHA,C,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
mattejo01,1919,1,TRS,NHL,R/D,17.0,8.0,3.0,11.0,19.0,,,,,,,,,,,,,,,,,,,,
holbrte01,1975,1,CLC,WHA,R,15.0,1.0,2.0,3.0,6.0,-1,0,,1,,0,,17,3,0,0,0,0,-5,,,,,0,
bodietr01,2010,1,AND,NHL,R,9.0,0.0,1.0,1.0,7.0,-3,0,0,0,0,0,,5,,,,,,,,,,,,
peterji01,1946,1,MTL,NHL,R,60.0,11.0,13.0,24.0,27.0,,,,,,,,,11,1,2,3,10,,,,,,,
brownmi01,2001,1,VAN,NHL,L,15.0,0.0,0.0,0.0,72.0,1,0,0,0,0,0,0,2,,,,,,,,,,,,
crashba01,1973,1,LAS,WHA,D,78.0,4.0,26.0,30.0,16.0,,2,,0,,1,,,,,,,,,,,,,,
ragnama01,2002,2,PHI,NHL,D,43.0,2.0,6.0,8.0,32.0,5,1,2,0,1,0,0,52,13,0,1,1,6,4,0,0,0,0,0,10
laichbr01,2006,1,WAS,NHL,C,73.0,8.0,10.0,18.0,29.0,-2,2,1,3,1,0,,119,,,,,,,,,,,,
houlere01,1971,1,MTL,NHL,L,77.0,11.0,17.0,28.0,21.0,9,1,,0,,1,0,145,6,0,0,0,2,,0,,0,,0,
bowerjo01,1968,1,TOR,NHL,G,20.0,0.0,0.0,0.0,0.0,0,0,,0,,0,0,0,4,0,0,0,0,,0,,0,,0,
brathfr01,1999,1,CAL,NHL,G,61.0,0.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ferrara01,2001,1,ATL,NHL,C,61.0,8.0,19.0,27.0,66.0,-32,2,6,0,0,0,1,72,,,,,,,,,,,,
peterto01,2006,1,EDM,NHL,C,64.0,6.0,9.0,15.0,4.0,-18,0,1,2,0,1,,92,,,,,,,,,,,,
vandeji01,2005,1,CHI,NHL,D,76.0,6.0,18.0,24.0,116.0,-2,2,0,0,0,1,,93,,,,,,,,,,,,
rivetcr01,2007,1,SJS,NHL,D,74.0,5.0,30.0,35.0,104.0,3,2,18,0,1,0,,105,13,0,6,6,16,2,0,4,0,0,0,17
mcinnma01,2001,1,ANA,NHL,R,60.0,9.0,14.0,23.0,25.0,-14,2,3,0,0,0,0,131,,,,,,,,,,,,
nielsje01,1997,1,ANA,NHL,R,32.0,4.0,5.0,9.0,16.0,-1,0,0,0,0,0,0,36,,,,,,,,,,,,
prestri01,1981,1,CHI,NHL,R,75.0,15.0,28.0,43.0,30.0,0,1,,1,,1,1,122,15,2,4,6,21,,0,,0,,0,
hirscto01,1984,1,MNS,NHL,D,15.0,0.0,4.0,4.0,10.0,-13,0,,0,,0,0,14,,,,,,,,,,,,
belakwa01,1998,2,CAL,NHL,D,9.0,0.0,1.0,1.0,23.0,3,0,0,0,0,0,0,2,,,,,,,,,,,,
pominja01,2007,1,BUF,NHL,R,82.0,27.0,53.0,80.0,20.0,16,2,25,1,2,1,,232,,,,,,,,,,,,
gigueje01,2005,1,ANA,NHL,G,60.0,0.0,0.0,0.0,20.0,0,0,0,0,0,0,,0,6,0,0,0,0,0,0,0,0,0,0,0
gottsjo01,1944,1,CHI,NHL,L,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
lockhho01,1920,1,HAM,NHL,G,24.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
johanan01,1996,1,NYI,NHL,C,15.0,2.0,2.0,4.0,0.0,-6,1,1,0,0,0,0,21,,,,,,,,,,,,
armstge01,1964,1,TOR,NHL,R,59.0,15.0,22.0,37.0,14.0,,3,,0,,3,2,,6,1,0,1,4,,,,,,1,
johanca01,1996,1,WAS,NHL,D,65.0,6.0,11.0,17.0,16.0,-2,2,4,0,0,0,0,133,,,,,,,,,,,,
vasicjo01,2003,1,CAR,NHL,L,82.0,19.0,26.0,45.0,60.0,-3,6,9,0,0,5,0,161,,,,,,,,,,,,
whiteto01,1976,1,WAS,NHL,L,72.0,12.0,9.0,21.0,44.0,-15,2,,1,,3,1,126,,,,,,,,,,,,
halwado01,1975,1,BOS,NHL,D,22.0,1.0,5.0,6.0,6.0,-4,1,,0,,0,0,30,1,0,0,0,0,,0,,0,,0,
romanru01,1995,1,PHI,NHL,L,17.0,3.0,0.0,3.0,17.0,-2,1,0,0,0,0,0,13,1,0,0,0,0,-1,0,0,0,0,0,1
bicanra01,1996,1,OTT,NHL,D,21.0,0.0,1.0,1.0,8.0,-4,0,0,0,0,0,0,27,7,0,0,0,8,0,0,0,0,0,0,4
sullire01,1949,1,BOS,NHL,C,3.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
clearra01,1974,1,CLC,WHA,D,66.0,4.0,18.0,22.0,51.0,4,0,,0,,,,104,4,1,1,2,0,,,,,,0,
pennest01,1983,1,MTL,NHL,G,4.0,0.0,0.0,0.0,0.0,0,0,,0,,0,0,0,15,0,2,2,2,0,0,,0,,0,0
prystme01,1950,1,DET,NHL,C,62.0,20.0,17.0,37.0,27.0,,,,,,,,,3,1,0,1,0,,,,,,,
berthda01,1991,2,LAK,NHL,G,19.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
brickan01,1989,1,BOS,NHL,L,43.0,12.0,28.0,40.0,8.0,11,6,7,0,0,1,0,69,2,0,0,0,0,0,0,0,0,0,0,0
mcraech01,1989,1,DET,NHL,L,7.0,1.0,0.0,1.0,45.0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
trembjc01,1974,1,QUN,WHA,D,68.0,16.0,56.0,72.0,18.0,27,2,,0,,,,176,11,0,10,10,2,,,,,,0,
lambeyv01,1977,1,MTL,NHL,L,77.0,18.0,22.0,40.0,20.0,10,7,,0,,3,1,107,15,2,4,6,6,,1,,0,,1,
nemchse01,1997,1,NYI,NHL,C,74.0,10.0,19.0,29.0,24.0,3,2,1,1,0,1,0,94,,,,,,,,,,,,
morrish01,2009,1,WAS,NHL,D,68.0,1.0,11.0,12.0,68.0,8,0,0,0,0,1,,32,5,0,0,0,2,1,0,0,0,0,0,1
finleje01,1993,1,PHI,NHL,D,55.0,1.0,8.0,9.0,24.0,16,0,0,0,0,0,0,43,,,,,,,,,,,,
pronoma01,1964,1,DET,NHL,D,68.0,1.0,15.0,16.0,45.0,,0,,0,,1,0,,7,0,3,3,4,,,,,,0,
ciccoen01,1993,1,WAS,NHL,D,46.0,1.0,1.0,2.0,174.0,-2,0,0,0,0,0,0,23,,,,,,,,,,,,
linseke01,1981,1,PHI,NHL,C,79.0,24.0,68.0,92.0,275.0,6,2,,3,,0,0,212,4,1,2,3,6,,1,,0,,0,
