customerid,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax
SPECD,&lt; &lt; Спциалиты мира &gt; &gt;,Доминик Перьер,Управляющий маркетингом,"25, rue Lauriston",Париж,,75016,Франция,"1) 47,55.60.10",1) 47.55.60.20
CENTC,Центральная комикция &quot; Моктезума &quot;,Франциско Чанг,Управляющий маркетингом,Сьерра-де-Гранада 9993,Mxico D.F.,,05022,Мексика,5) 555-3392,5) 555-7293
LAUGB,Смеющиеся винные винные винные винные винные винные винные,Йоши Таннамури,Помощник по маркетингу,1900 Oak St.,Ванкувер,БК,V3F 2K1,Канада,(604) 555-3392,(604) 555-7293
ERNSH,Эрнст Хандель,Роланд Мендель,Менеджер по продажам,Кирчгассе 6,Грац,,8010,Австрия,7675-3425,7675-3426
LETSS,Остановим N-шоп.,Джейме Йоррес,Владелец,87 Polk St. Suite 5,Сан-Франциско,КА,94117,США,(415) 555-5938,
SAVEA,Рынки &quot; сберегать &quot;,Хосе Паваротти,Представитель по продажам,187 Suffolk Ln.,Бойз,Идентификационный номер,83720,США,(208) 555-8097,
TOMSP,Toms Spezialitten,Карин Джозефс,Управляющий маркетингом,Луисенстр. 48,Ммстер,,44087,Германия,0251-031259,0251-035695
FURIB,Фурия Бакалау и Фрутос,Лино Родригес,Менеджер по продажам,Jardim das Rosas n. 32,Лисбоа,,1675,Португалия,1) 354-2534,1) 354-2535
RANCH,Грань Ранчо,Серхио Гутиррес,Представитель по продажам,Ав. дель Либертадор 900,Буэнос-Айрес,,1010,Аргентина,1) 123-5555,1) 123-5556
BLAUS,Блейер См. Delikatessen,Ханна Мус,Представитель по продажам,Форстерстр. 57,Мангейм,,68306,Германия,0621-08460,0621-08924
TORTU,Ресторан &lt; &lt; Тортуга &gt; &gt;,Мигель Анхель Паолино,Владелец,Авда. &lt; &lt; Ацтека &gt; &gt; 123,Mxico D.F.,,05033,Мексика,5) 555-2933,
CHOPS,Чоп-дуэй китайцы,Ян Ван,Владелец,Hauptstr. 29,Берн,,3012,Швейцария,0452-076545,
LINOD,LINO-Delicates,Фелипе Изкьердо,Владелец,Аве. 5 де Майо Порламар,И. де Маргарита,Нуэва Эспарта,4980,Венесуэла,8) 34 - 56 12,8) 34-93-93
MAGAA,Магазини Алиментари Риунти,Джованни Ровелли,Управляющий маркетингом,Виа Людовико Иль Моро 22,Бергамо,,24100,Италия,035-640230,035-640231
