customerid,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax
TORTU,Ресторан &lt; &lt; Тортуга &gt; &gt;,Мигель Анхель Паолино,Владелец,Авда. &lt; &lt; Ацтека &gt; &gt; 123,Mxico D.F.,,05033,Мексика,5) 555-2933,
VINET,Шевалье,Пол Генриот,Бухгалтер,59 rue de l'Abbaye,Реймс,,51100,Франция,26.47.15.10,26.47.15.11
TOMSP,Toms Spezialitten,Карин Джозефс,Управляющий маркетингом,Луисенстр. 48,Ммстер,,44087,Германия,0251-031259,0251-035695
TRADH,Tradio Hipermercados,Анабела Домингс,Представитель по продажам,"Av. Ins de Casto, 414",Сан-Паулу,СП,05634-030,Бразилия,11) 555-2167,11) 555-2168
THECR,Коробка для крекеров,Лю Вонг,Помощник по маркетингу,55 Grizzly Peak Rd.,Бутылка,МТ,59801,США,(406) 555-5834,(406) 555-8083
GOURL,Гурмет Ланчонеты,Андр Фонсека,Ассоциированный сотрудник по продажам,"Ав. Бразил, 442",Кампинас,СП,04876-786,Бразилия,11) 555-9482,
GROSR,ГРОСЕЛЛА-РЕСТУРЕНТ,Мануэль Перейра,Владелец,Лос-Палос Грандес,Каракас,DF,1081,Венесуэла,2) 283-2951,(2) 283-3397
DUMON,Дю Монд энтье,Джанин Лабрун,Владелец,"67, rue des Cinquante Otages",Нант,,44000,Франция,40.67.88.88,40.67.89.89
MEREP,Мр Пайард,Жан Фресниер,Помощник по маркетингу,43 руэ Сент-Лоран,Монреаль,Qubec,H1J 1C3,Канада,(514) 555-8054,(514) 555-8055
FRANS,Фрэнки С.П.А.,Паоло Аккорти,Представитель по продажам,Виа Монте Бьянко 34,Торино,,10100,Италия,011-4988260,011-4988261
CONSH,Консолидированные запасы,Элизабет Браун,Представитель по продажам,Беркли Гарденс 12 пивоварня,Лондон,,WX1 6LT,Соединенное Королевство,(171) 555-2282,(171) 555-9199
BSBEV,Напитки B's Weverages,Виктория Эшворт,Представитель по продажам,Циркуляция Fauntleroy,Лондон,,EC2 5NT,Соединенное Королевство,(171) 555-1212,
TRAIH,Голова трейла Gourmet Productioners,Гельветий Надьяма,Ассоциированный сотрудник по продажам,722 DaVinci Blvd.,Киркленд,WA,98034,США,(206) 555-8257,(206) 555-2174
HANAR,Ханари Карнс,Марио Понтес,Бухгалтер,"Руа-ду-Пао, 67",Рио-де-Жанейро,RJ,05454-876,Бразилия,(21) 555-0091,(21) 555-8765
WARTH,Вартиан Херкку,Пирко Коскитало,Бухгалтер,Торикату 38,Оулу,,90110,Германия,981-443655,981-443655
PARIS,Парижские спциалиты,Мария Бертран,Владелец,"265, бульвар Шаронн",Париж,,75012,Франция,1) 42.34.22.66,1) 42.34.22.77
LAMAI,Мейсон д'Аси,Аннет Руле,Менеджер по продажам,1 ру-эль-эс-Лоррейн,Тулуза,,31000,Франция,61.77.61.10,61.77.61.11
CHOPS,Чоп-дуэй китайцы,Ян Ван,Владелец,Hauptstr. 29,Берн,,3012,Швейцария,0452-076545,
MAGAA,Магазини Алиментари Риунти,Джованни Ровелли,Управляющий маркетингом,Виа Людовико Иль Моро 22,Бергамо,,24100,Италия,035-640230,035-640231
FURIB,Фурия Бакалау и Фрутос,Лино Родригес,Менеджер по продажам,Jardim das Rosas n. 32,Лисбоа,,1675,Португалия,1) 354-2534,1) 354-2535
WOLZA,Вольски Зажазд,Збишек Пьестреньевич,Владелец,ul. filtrowa 68,Вашава,,01-012,Польша,(26) 642-7012,(26) 642-7012
RICSU,Ричтер Супермаркет,Майкл Хольц,Менеджер по продажам,Грензахервег 237,Джентльмены,,1203,Швейцария,0897-034214,
WANDK,Умереть Вандернде Ку,Рита Мллер,Представитель по продажам,Adenauerallee 900,Штутгарт,,70563,Германия,0711-020361,0711-035428
LINOD,LINO-Delicates,Фелипе Изкьердо,Владелец,Аве. 5 де Майо Порламар,И. де Маргарита,Нуэва Эспарта,4980,Венесуэла,8) 34 - 56 12,8) 34-93-93
LAUGB,Смеющиеся винные винные винные винные винные винные винные,Йоши Таннамури,Помощник по маркетингу,1900 Oak St.,Ванкувер,БК,V3F 2K1,Канада,(604) 555-3392,(604) 555-7293
SEVES,Импорт семи морей,Хари Кумар,Менеджер по продажам,90 Вадхёрст Рд.,Лондон,,OX15 4NB,Соединенное Королевство,(171) 555-1717,(171) 555-5646
ISLAT,&quot; Островная торговля &quot;,Хелен Беннетт,Управляющий маркетингом,Сад-Хаус - дорога для бродяг,Коусы,Остров Уайт,PO31 7PJ,Соединенное Королевство,(198) 555-8888,
PICCO,Пикколо und mehr,Георг Пиппс,Менеджер по продажам,Гейслвег 14,Зальцбург,,5020,Австрия,6562-9722,6562-9723
MORGK,Моргенстерн Гесундкост,Александр Фауэр,Помощник по маркетингу,Стр. 22,Лейпциг,,04179,Германия,0342-023176,
NORTS,Север/Юг,Саймон Кроутер,Ассоциированный сотрудник по продажам,Южный дом 300 Квинсбридж,Лондон,,SW7 1RZ,Соединенное Королевство,(171) 555-7733,(171) 555-2530
