customerid,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax
GREAL,Рынок продуктов Great Lakes,Ховард Снайдер,Менеджер по маркетингу,Булевард Бейкер 2732,Евгений,А,97403,США,(503) 555-7555,
FOLKO,Фолк и фейри,Мария Ларссон,Владелец,Кергатан 24,Брэке,,С-844/67,Швеция,0695-34 67 21,
MEREP,Мре Паиларде,Жан Фрезньер,Маркетинговый ассистент,43 улица Сен-Лоран,Монреаль,Квебек,Хдж1 кц1,Канада,(514) 555-8054,(514) 555-8055
PERIC,Периклес Классические блюда,Вильгельмо Фернандес,Продавец,"Улица доктора Хорхе Каша, дом 321","Мексико, ДФ",,05033,Мексика,(5) 552-3745,(5) 545-37-45
BERGS,берглундс быстрый,Кристина Берглунд,Администратор заказа,Бергувсвен 8,Люле,,С-958-22,Швеция,0921-12 34 65,0921-12 34 67
OTTIK,Оттилия Кселаден,Генриетте Пфальцхайм,Владелец,"Мехреймерштрассе, 369",Клин,,50739,Германия,0221-0644327,0221-0765721
GALED,Гавера дэ гастроно,Едуардо Сакадер,Менеджер по маркетингу,"Рамбла де Каталония, 23",Барселона,,08022,Испания,(93) 203-4560,(93) 203-4561
BOLID,Блидо Карантинные продукты,Мартин Соммер,Владелец,"Аракиль, 67",Мадрид,,28023,Испания,(91) 555-22-82,(91) 555-91-99
THEBI,Большой сыр,Лиз Никсон,Менеджер по маркетингу,"89 Джефферсон Уэй, офис 2",Портленд,А,97201,США,(503) 555-3612,
ANATR,Анна Трухильо Эмпаредадос и Хеладос,Ана Трухильо,Владелец,Аванта де ла Конституцио 2222,"Мексико, ДФ",,05021,Мексика,(5) 555-4729,(5) 555-3745
FAMIA,Семья Аркибалд,Ария Круз,Маркетинговый ассистент,"Руа Орс, 92",Сан-Паулу,Спасибо!,05442-030,Бразилия,(11) 555-9857,
QUICK,Остановиться!,Горст Клосс,Менеджер по бухгалтерскому учету,"Тауэрстрассе, 10",Кюневальде,,01307,Германия,0372-035188,
EASTC,Восточное соединение,Анна Девон,Продавец,35 короля Георга,Лондон,,WX3 6FW,Великобритания,(171) 555-0297,(171) 555-3373
BOTTM,Рынки Bottom-Dollar,Элизабет Линкольн,Менеджер по бухгалтерскому учету,Бульвар Тсауассен 23,Цавассен,БЦ,Т2Ф 8М4,Канада,(604) 555-4729,(604) 555-3745
SAVEA,Рынки «Сэкономить»,Хосе Павалли,Продавец,187 Саффолк-лен.,Боис,ID,83720,США,(208) 555-8097,
QUEEN,Королева Кулинарная,Лция Карвалью,Маркетинговый ассистент,"Алмеда дос Канриос, 891",Сан-Паулу,Спасибо!,05487-020,Бразилия,(11) 555-1189,
QUEDE,Ква-де-лиция,Бернардо Батиста,Менеджер по бухгалтерскому учету,"Улица Хлебопекарного Рынка, 12",Рио-де-Жанейро,РЖ,02389-673,Бразилия,(21) 555-4252,(21) 555-4545
FURIB,Фурия Μπαкалхау и Фрукты Море,Лино Родригес,Менеджер по продажам,Сад роз н. 32,Лиссабон,,1675,Португалия,(1) 354-2534,(1) 354-2535
PARIS,Париж специалисты,Мари Бертран,Владелец,"Бульвар Шаронне, 265",Париж,,75012,Франция,(1) 42.34.22.66,(1) 42.34.22.77
WELLI,Уеллингтон Импортатор,Паула Паренте,Менеджер по продажам,"Руа До Меркаду, 12",Резенде,Спасибо!,08737-363,Бразилия,(14) 555-8122,
SUPRD,Супрмес длицез,Паскаль Картрен,Менеджер по бухгалтерскому учету,"Бульвар Тиру, 255",Шарлеруа,,Б-6000,Бельгия,(071) 23-67-22-20,(071) 23-67-22-21
FRANK,Франкенверсанд,Питер Франкен,Менеджер по маркетингу,"Берлинер Плац, дом 43",Мюнхен,,80805,Германия,089-0877310,089-0877451
CACTU,Кактус Еда на вынос,Патрисио Симпсон,Продавец,Керрето 333,buenos aires,,1010,Аргентина,(1) 135-55-55,(1) 135-4892
VINET,"Вина и спиртные напитки ""Шевалье""",Поль Хенриот,Менеджер по бухгалтерскому учету,59 улица Аббати,Реймс,,51100,Франция,26.47.15.10,26.47.15.11
LAZYK,Кантри-магазин Лэйзи К Кэти,Джон Стэйл,Менеджер по маркетингу,"Оркестр-террасса, 12",Волла-Волла,Ва,99362,США,(509) 555-7969,(509) 555-6221
NORTS,Север/Юг,Саймон Кроуфорд,Продавец-консультант,"Южный дом, 300 Квинсбридж-роуд",Лондон,,SW7-1RZ,Великобритания,(171) 555-7733,(171) 555-2530
FRANS,Франчи С.п.а.,Паоло Акорти,Продавец,Виа Монте Бяко 34,Турин,,10100,Италия,011-4988260,011-4988261
RICAR,Рикардо Адокикадаши,Джанет Лимейра,Помощник по продажам,"Авеню Копакабана, 267",Рио-де-Жанейро,РЖ,02389-890,Бразилия,(21) 555-3412,
HUNGO,Голодная сова Всеночные киоски,Патриция МакКенна,Продавец-консультант,8 улица Джонстауна,Корк,Корк,,Ирландия,2967 542,2967 3333
FISSA,ФИССА Фабрика Интер. Салчичас С.А.,Диего Рохель,Менеджер по бухгалтерскому учету,"Моральзарзал, 86",Мадрид,,28034,Испания,(91) 555-94-44,+7 (916) 000-00-00
RICSU,Ричтер Супермаркет,Майкл Хольц,Менеджер по продажам,Гренцаッハер-Вег 237,Женева,,1203,Швейцария,0897-034214,
BSBEV,Бары Бьордир,Виктория Эшворд,Продавец,Фонтлеройский цирк,Лондон,,"Пятница, 5 ноября",Великобритания,(171) 555-1212,
LINOD,Лино-Деликатесы,Фелипе Изьярдо,Владелец,День пятого мая в Порлаваре,Маргарита,Новая Esparta,4980,Венесуэла,(8) 34-56-12,(8) 34-93-93
SANTG,Сант-Гоурмет,Йонас Бергульфсен,Владелец,улица Эрлинга Скаке 78,Станционный,,4110,Норвегия,07-98 92 35,07-98 92 47
ALFKI,Альфредс Футтеркист,Мария Андерс,Продавец,"Оберная улица, дом 57",Берлин,,12209,Германия,030-0074321,030-0076545
LAUGB,"Винный погреб ""Смеяющийся Бачус""",Йоси Танаамури,Маркетинговый ассистент,Улица Оук 1900,Ванкувер,БЦ,В3Ф 2024,Канада,(604) 555-3392,(604) 555-7293
LACOR,Корна изобилия,Даниэль Тонини,Продавец,"Аvenue де л'Европа, 67",Версаль,,78000,Франция,30.59.84.10,30.59.85.11
TRAIH,"Поставщики гурманских продуктов ""Трейл Хед""",Гелветиус Надь,Продавец-консультант,Бульвар Да Винчи 722,Киркленд,Ва,98034,США,(206) 555-8257,(206) 555-2174
PRINI,Принцесса Изабелла Виньяс,Исаэль де Кастро,Продавец,Эстрада да Саде н. 58,Лиссабон,,1756,Португалия,(1) 356-5634,
TRADH,Радио Хипермеркадос,Анебела Домингуш,Продавец,"Улица Инс де Кастро, 414",Сан-Паулу,Спасибо!,05634-030,Бразилия,(11) 555-2167,(11) 555-2168
WANDK,Бродячая корова,Рита Мллер,Продавец,"Аденауер-аллея, 900",Стутгарт,,70563,Германия,0711-020361,0711-035428
HILAA,Хиларион-Абастос,Карлос Эрнандес,Продавец,Каррера 22 кон Аве. Карлос Соублете #8/35,Сан-Кристобаль,Чира,5022,Венесуэла,(5) 555-1340,(5) 555-1948
HUNGC,Жадный койот Импорт-스토,Йоси Латимер,Продавец,Плаза-сити-центр по адресу: 516 Main St.,Элгин,А,97827,США,(503) 555-6874,(503) 555-2376
TOMSP,Тома любимые блюда,Карин Джозефс,Менеджер по маркетингу,"Луизенстрассе, 48",Мюнхен,,44087,Германия,0251-031259,0251-035695
