customerid,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax
BLAUS,Блауэр Зе Деликатесен,Ханна Муш,Продавец,"Форстерстрассе, 57",Мэнхайм,,68306,Германия,0621-08460,0621-08924
WANDK,Бродячая корова,Рита Мюллер,Продавец,"Аденауера-алея, 900",Штутгарт,,70563,Германия,0711-020361,0711-035428
FAMIA,Семья Аркибальдо,Ария Крус,Маркетинговый помощник,"Улица Ору, 92",Сан-Паулу,Спасибо,05442-030,Бразилия,(11) 555-9857,
SPECD,Специалисты мира,Доминик Перье,Менеджер по маркетингу,"25, улица Лауристона",Париж,,75016,Франция,(1) 47.55.60.10,(1) 47.55.60.20
LACOR,Корна изобилия,Даниэль Тонини,Продавец,"67, проспект Европы",Версаль,,78000,Франция,30.59.84.10,30.59.85.11
THECR,Крек-бокс,Лю Вонг,Маркетинговый помощник,55 Гризли Пик Род,Бут,МТ,59801,США,(406) 555-5834,(406) 555-8083
BSBEV,напитки Б.,Виктория Эшворт,Продавец,Фонтлеройский цирк,Лондон,,"Пятница, 5 ноября",Великобритания,(171) 555-1212,
HANAR,Ханари Карнес,Марио Понти,Руководитель бухгалтерского отдела,"Улица Хлеба, 67",Рио-де-Жанейро,Р,05454-876,Бразилия,(21) 555-0091,(21) 555-8765
OCEAN,Океан Атлантика Лтд.,Ивонн Монкада,Продавец,"Инж. Густаво Монкада 8585, 20-й этаж",Буенос-Айрес,,1010,Аргентина,(1) 8-926-135-53-33,(1) 135-55-35
RATTC,Рат-Снап-Каньон Гроузи,Паула Уилсон,Помощник представителя по продажам,2817 Милтон-драйв,Альбукерке,НМ,87110,США,(505) 555-5939,(505) 555-3620
ANTON,Антонио Морено Таккера,Антонио Морено,Владелец,"Мата-дос-Терезас, 2312","Мексико, ДФ",,05023,Мексика,(5) 555-3932,
LONEP,"Ресторан ""Одинокий Пин""",Фран Уилсон,Руководитель отдела продаж,89 Чиароскоуро Роуд.,Портленд,А-р,97219,США,(503) 555-9573,(503) 555-9646
LAZYK,"Кантри-магазин ""Лэйзи К""",Джон Стеал,Менеджер по маркетингу,Оркестр Террас 12,Вала-Вала,"Ваш запрос не содержит текста для перевода. Пожалуйста, предоставьте текст, который необходимо перевести, и я с радостью выполню вашу просьбу.",99362,США,(509) 555-7969,(509) 555-6221
SIMOB,Бистро Симона,Джитте Петерсен,Владелец,Винблчет 34,Копенгаген,,1734,Дания,31 12 34 56,31 13 35 57
TOMSP,Томс специализация,Карин Джозефс,Менеджер по маркетингу,"Луисенштрассе, 48",Мёнстер,,44087,Германия,0251-031259,0251-035695
SPLIR,Пиво-солодовый жернов,Арнольд Брауншвайгер,Руководитель отдела продаж,П.О. коробка 555,Ландер,ВТ,82520,США,(307) 555-4680,(307) 555-6525
WHITC,Белый Кловер Маркетс,Карл Яблоновский,Владелец,Аллея 305 - 14-я авеню Ю. Квартира 3Б,Сиэтл,"Ваш запрос не содержит текста для перевода. Пожалуйста, предоставьте текст, который необходимо перевести, и я с радостью выполню вашу просьбу.",98128,США,(206) 555-4112,(206) 555-4115
GOURL,Гурман-ланчонет,Андре Фонсека,Продавец-консультант,"Авеню Бразилии, 442",Кампинас,Спасибо,04876-786,Бразилия,(11) 555-9482,
FRANK,Франкенверсьен,Питер Франкен,Менеджер по маркетингу,"Берлинер Плац, дом 43",Мюнхен,,80805,Германия,089-0877310,089-0877451
GODOS,Годоc Cocинa Тпика,Хосе Педро Фриере,Руководитель отдела продаж,"C/ Ромеро, 33",Севилья,,41101,Испания,(95) 555-82-82,
GROSR,Гроселла-Ресторант,Мануэл Перейра,Владелец,"Пять-я авеню, Лос-Палос-Грандес",Каркасс,DF,1081,Венесуэла,(2) 283-2951,(2) 283-3397
LILAS,ЛILA-Супермаркет,Карлос Гонсалес,Руководитель бухгалтерского отдела,Распределительная компания №52 по улице Болвар в районе Льяно Ларго,Баркисимето,Лара,3508,Венесуэла,(9) 331-6954,(9) 331-7256
FOLKO,Народ и фейковые новости,Мария Ларссон,Владелец,Кергатана 24,Брке,,С-844/67,Швеция,0695-34 67 21,
SANTG,Сант Готем,Ионас Бергульфсен,Владелец,улица Эрлинга Скаггес 78,Ставерн,,4110,Норвегия,07-98 92 35,07-98 92 47
OTTIK,Оттилиес Кселаден,Генриетта Пфальцхайма,Владелец,"Мехеймерштрассе, 369",Клин,,50739,Германия,0221-0644327,0221-0765721
SEVES,Семь морей Импорты,Хари Кумар,Руководитель отдела продаж,90 Вадхёрст-роуд.,Лондон,,"Оксфорд, ОX15 4NB",Великобритания,(171) 555-1717,(171) 555-5646
QUEDE,Ква-дэцилия,Бернардо Батиста,Руководитель бухгалтерского отдела,"Улица Пекариу, 12",Рио-де-Жанейро,Р,02389-673,Бразилия,(21) 555-4252,(21) 555-4545
PRINI,Принцеса Изабелла Виньи,Изабель де Кастро,Продавец,Эстрада да саде н. 58,Лисабон,,1756,Португалия,(1) 356-5634,
WARTH,Вариан Херкку,Пиркко Коскитало,Руководитель бухгалтерского отдела,Торикатую 38,Улу,,90110,Финляндия,981-443655,981-443655
LETSS,Пошли в «Стоп Н Шоп»,Джейми Йоррес,Владелец,"87 Полк Стрит, офис 5",Сан-Франциско,Калифорния,94117,США,(415) 555-5938,
RANCH,Ранчо-Гранде,Серхио Гутьеррес,Продавец,Улица Авенида дель Либרטадор 900,Буенос-Айрес,,1010,Аргентина,(1) 123-55-55,(1) 123-5556
BOLID,Блидо Комиды приготовлены,Мартин Соммер,Владелец,"С/ Аракиль, 67",Мадрид,,28023,Испания,(91) 555-22-82,(91) 555-91-99
BERGS,Берглундс Снапбкп,Кристина Берглунд,Администратор заказа,"Бергуусвген, 8",Луле,,С-958-22,Швеция,0921-12 34 65,0921-12 34 67
LAUGB,Винный погреб Lachхаус,Йоши Танамура,Маркетинговый помощник,Улица Оак 1900,Ванкувер,БС,В3Ф 2024,Канада,(604) 555-3392,(604) 555-7293
NORTS,Север/Юг,Симон Кроуфорд,Продавец-консультант,"Южный дом, 300 Квинсбридж",Лондон,,SW7-1RZ,Великобритания,(171) 555-7733,(171) 555-2530
AROUT,Вокруг бугра,Томас Гардер,Продавец,120 Хановер-сквер,Лондон,,ОК-ОК,Великобритания,(171) 555-7788,(171) 555-6750
PERIC,ПерикLES Классические блюда,Гиманаэль Фернандес,Продавец,Калье Др. Хорхе Кеш 321,"Мексико, ДФ",,05033,Мексика,(5) 552-3745,(5) 545-3745
TRADH,Radio Гипермаркеты,Анебела Доминиш,Продавец,"Авеню Инс де Кастро, 414",Сан-Паулу,Спасибо,05634-030,Бразилия,(11) 555-2167,(11) 555-2168
TRAIH,Предлагаете услуги по подбору продуктов для кемпинга и походов?,Гельветий Надь,Продавец-консультант,Бульвар Давида 722,Киркленд,"Ваш запрос не содержит текста для перевода. Пожалуйста, предоставьте текст, который необходимо перевести, и я с радостью выполню вашу просьбу.",98034,США,(206) 555-8257,(206) 555-2174
LAMAI,Дом Азии,Аннетте Рюльет,Руководитель отдела продаж,"1, улица Эльзаса-Лотарингии",Тулуза,,31000,Франция,61.77.61.10,61.77.61.11
VINET,Вина и алкогольные напитки: Chevalier,Паль-Хенриот,Руководитель бухгалтерского отдела,59 Rue д'Аббей,Реймс,,51100,Франция,26.47.15.10,26.47.15.11
BLONP,"Blondes'd, слёзы, пре и сын",Фридрик Ситеаль,Менеджер по маркетингу,"24, место Клебера",Страсбург,,67000,Франция,88.60.15.31,88.60.15.32
SAVEA,"Рынки ""Сохрани-лото""",Хосе Праветти,Продавец,187Suffolk Lane.,Боис,ID,83720,США,(208) 555-8097,
EASTC,Восточное соединение,Анна Девон,Продавец,35 короля Георга,Лондон,,WKF 6FW,Великобритания,(171) 555-0297,(171) 555-3373
VAFFE,Вафль-йорн,Пале Иден,Руководитель отдела продаж,Смагслогет 45,Руш,,8200,Дания,86 21 32 43,86 22 33 44
GREAL,"Рынок продуктов "" Великие озера""",Ховард Снайдер,Менеджер по маркетингу,"Бульвар Бейкера, 2732",Евгений,А-р,97403,США,(503) 555-7555,
MORGK,Морганстерн Здоровье,Александр Фейер,Маркетинговый помощник,"Улица Герстрасс, дом № 22",Лейпциг,,04179,Германия,0342-023176,
MAISD,Maison Дьюи,Кетрин Дьюи,Продавец,"Улица Жозефа Бенса, 532",Брюссель,,Б-1180,Бельгия,(02) 201-24-67,(02) 201-24-68
CACTU,Кактус Еда на вынос,Патрисио Симпсон,Продавец,Керрето-333,Буенос-Айрес,,1010,Аргентина,(1) 135-55-55,(1) 135-4892
KOENE,Книльце Эссен,Филип Крамер,Продавец-консультант,"Мавельштрассе, 90",Бранденбург,,14776,Германия,0555-09876,
THEBI,Большой сыр,Лиз Никсон,Менеджер по маркетингу,89JeffersonWayСюит2,Портленд,А-р,97201,США,(503) 555-3612,
FRANR,Рестораны Франции,Карин Шмитт,Менеджер по маркетингу,"54, королевская улица",Нант,,44000,Франция,40.32.21.21,40.32.21.20
CENTC,Монторкса-молл,Франсиско Чанг,Менеджер по маркетингу,Гораグラнадские горы,"Мексико, ДФ",,05022,Мексика,(5) 555-3392,(5) 555-7293
