customerid,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax
QUICK,Быстрый-остановка,Горст Клоц,Бухгалтерский менеджер,"Тауэрстрассе, 10",Кюневальд,,01307,Германия,0372-035188,
FOLKO,Фолк и фб,Маря Ларссон,Владелец,Кергатан 24,Брэке,,С-844/67,Швеция,0695-34 67 21,
LINOD,Лино-Деликатесы,Фелипе Исардо,Владелец,День пяти мая Порамаре,Маргарита,Новая Esparta,4980,Венесуэла,(8) 34-56-12,8 (34) 93-93-93
LEHMS,Лехманн — это киоск,Ренате Месснер,Продажи Представитель,Магазинский Вейг 7,Франкфурт-на-Майне,,60528,Германия,069-0245984,069-0245874
NORTS,Север/Юг,Саймон Кроуфорд,Продавец-консультант,"Южный дом, 300 Квинсбридж",Лондон,,SW7-1RZ,Великобритания,(171) 555-7733,(171) 555-2530
ANATR,Анха Трухильо Эмпаредорос й Хельадос,Ана Трухильо,Владелец,Азд. конст. 2222,"Мексико, ДФ",,05021,Мексика,(5) 555-4729,(5) 555-3745
MAGAA,Магазин пищевых товаров,Джованни Роверелли,Маркетинговый менеджер,"Вия Лодовико Моро, 22",Бергамо,,24100,Италия,035-640230,035-640231
FRANR,Рестораны Франции,Карин Шмитт,Маркетинговый менеджер,"54, улица Рояль",Нантес,,44000,Франция,40.32.21.21,40.32.21.20
LAZYK,Кантри-магазин Лэйзи К Кантри,Джон Стейл,Маркетинговый менеджер,12 Оркестровая терраса,Вала-Вала,ВА,99362,США,(509) 555-7969,(509) 555-6221
LETSS,"Стоп, снак",Джейми Йоррес,Владелец,"87 Полк-стрит, офис 5",Сан-Франциско,Калифорния,94117,США,(415) 555-5938,
VINET,"Вина и алкогольные напитки ""Шевалье""",Паль- Анри От,Бухгалтерский менеджер,59 улица Аббатства,Реймс,,51100,Франция,26.47.15.10,26.47.15.11
ANTON,Антонио Морено Такаха,Антонио Морено,Владелец,Мясокомбинат № 2312,"Мексико, ДФ",,05023,Мексика,(5) 555-3932,
ALFKI,Альфредс Футтеркист,Мария Андерссон,Продажи Представитель,Обере улица 57,Берлин,,12209,Германия,030-0074321,030-0076545
TORTU,Tortuga ресторан,Мигель Анхель Паолино,Владелец,Авда. Азтаказат 123,"Мексико, ДФ",,05033,Мексика,(5) 555-2933,
BERGS,Берглундс СнаббКП,Кристина Берглунд,Администратор заказа,Бергувсвген 8,Луле,,С-958 22,Швеция,0921-12 34 65,0921-12 34 67
QUEDE,Ква-дельция,Бернардо Батиста,Бухгалтерский менеджер,"Улица Пекариш, 12",Рио-де-Жанейро,РЖ,02389-673,Бразилия,(21) 555-4252,(21) 555-4545
LAUGB,Винный погреб Закхус Вино Ликувера,Йоси Танаамури,Маркетинговый помощник,Улица Оук 1900,Ванкувер,БС,В3Ф 2024,Канада,(604) 555-3392,(604) 555-7293
PRINI,Принцесса Изабелла Винхос,Изабель де Кастро,Продажи Представитель,Эстрада да Садэ Н. 58,Лиссабон,,1756,Португалия,(1) 356-5634,
MEREP,Мре Паилярд,Жан Френир,Маркетинговый помощник,43 улица Сент-Лоуренс,Монреаль,Квебек,Хадж-1К3,Канада,(514) 555-8054,(514) 555-8055
ERNSH,Эрнст Хендель,Роланд Мендель,Менеджер продаж,Кирхгассе 6,Граз,,8010,Австрия,7675-3425,7675-3426
GALED,Галера гастроентеролога,Эдуардо Сааведра,Маркетинговый менеджер,"Рамбла-де-Каталуня, 23",Барселона,,08022,Испания,(93) 203-4560,(93) 203-4561
BOLID,"Блидо, готовая еда",Мартин Соммер,Владелец,"Аракиль, 67",Мадрид,,28023,Испания,(91) 555-22-82,(91) 555-91-99
HILAA,Хиларион-Абастос,Карлос Хернンデс,Продажи Представитель,Кальярена 22 авеню Карлоса Соублете №8-35,Сан-Кристобаль,Чира,5022,Венесуэла,(5) 555-1340,(5) 555-1948
FAMIA,Семья Акибардо,Ария Крус,Маркетинговый помощник,"Руа Орс, 92",Сан-Паулу,Спасибо,05442-030,Бразилия,(11) 555-9857,
BONAP,Доброе утро!,Лоран Лебиган,Владелец,"12, улица Бутшеров",Марсель,,13008,Франция,91.24.45.40,91.24.45.41
PERIC,Перикл Классические блюда,Гильермо Фернандес,Продажи Представитель,Калье Дра. Хорхе Касх 321,"Мексико, ДФ",,05033,Мексика,(5) 552-3745,(5) 545-3745
QUEEN,Королева Кулинарная,Лция Карвалью,Маркетинговый помощник,"Аллея двух рек, 891",Сан-Паулу,Спасибо,05487-020,Бразилия,(11) 555-1189,
WOLZA,Вольский Заезд,Збысек Пiestrzienиевич,Владелец,"улица Фильтровая, 68",Варшава,,01-012,Польша,(26) 642-7012,(26) 642-7012
WHITC,Белый Клевер Маркетс,Карл Яблонский,Владелец,305-14-я авеню Ю. Комната 3Б,Сиэтл,ВА,98128,США,(206) 555-4112,(206) 555-4115
SPECD,Специалисты мира,Доминик Периер,Маркетинговый менеджер,"улица Луристон, 25",Париж,,75016,Франция,[1] 47.55.60.10,(1) 47.55.60.20
TRAIH,"Заготавливатели гурманов ""Путь к вершине""",Гельветиус Надж,Продавец-консультант,722 бульвар Давинчи,Киркленд,ВА,98034,США,(206) 555-8257,(206) 555-2174
HUNGO,Голодный сова все ночь магазины,Патриция МакКенна,Продавец-консультант,8 улицы Джонтонта,Кёрк,Корк,,Ирландия,2967 542,2967 3333
OCEAN,Окано Атлантик Лтд.,Ивонн Монкада,Продавец,"Инж. Густаво Монкада 8585, 20-й этаж",Буэнос-Айрес,,1010,Аргентина,(1) 135-53-33,(1) 135-55-35
RATTC,"Супермаркет ""Каньон змеи""",Пола Уилсон,Вице-представитель по продажам,2817 Мильтон-др.,Албукирк,НМ,87110,США,(505) 555-5939,(505) 555-3620
REGGC,Реггиани Кейсифики,Маврицио Морони,Продавец-консультант,省级 дорога 124,Реггіо-Эмилия,,42100,Италия,0522-556721,0522-556722
SIMOB,Бистро Симонс,Джитте Петерсен,Владелец,Винблет 34,Копенгаген,,1734,Дания,31 12 34 56,31 13 35 57
WELLI,Уэллингтон Импортер,Паула Паренте,Менеджер продаж,"Руа До Меркадо, 12",Резенде,Спасибо,08737-363,Бразилия,(14) 555-8122,
BLAUS,Блакитное озеро деликатесы,Ханна Мосс,Продажи Представитель,"Форстерштрассе, 57",Манхайм,,68306,Германия,0621-08460,0621-08924
WILMK,Вилман Калла,Мати Карттунен,Владелец/ассистент по маркетингу,Кескускату 45,Гельсинки,,21240,Финляндия,90-224 8858,90-224 8858
CHOPS,Чоп-сьюйская китайская,Янь Ванг,Владелец,Hauptstraße 29,Берн,,3012,Швейцария,0452-076545,
SAVEA,Рынки Сэва-Лот,Жозе Пavarotti,Продажи Представитель,187 Саффолк-лен.,Боис,ID,83720,США,(208) 555-8097,
LILAS,ЛИЛА-Супермаркет,Карлос Гонсалес,Бухгалтерский менеджер,Каррера 52 с Авеню Болвара 65-98 Ллано Ларго,Баркисимето,Лара,3508,Венесуэла,(9) 331-6954,(9) 331-7256
FURIB,Фурия Бакалау и Фрукты Море,Лино Родригес,Менеджер продаж,Сад роз н. 32,Лиссабон,,1675,Португалия,(1) 354-2534,(1) 354-2535
RANCH,Ранчо Гранде,Серхио Гутьеррес,Продажи Представитель,Авенида Дель Либератордор 900,Буэнос-Айрес,,1010,Аргентина,(1) 123-55-55,(1) 123-555-6666
THEBI,Большой сырик,Лиз Ноксон,Маркетинговый менеджер,"89 Джефферсон Уэй, апартамент 2",Портленд,"О'Райли был удивлен, когда увидел, что у него в руках плюшевый мишка. Он никогда не видел ничего подобного.",97201,США,(503) 555-3612,
SPLIR,Пиво и эль Split Rail,Арнольд Брауншвейгер,Менеджер продаж,Пошта 555,Ландер,В,82520,США,(307) 555-4680,(307) 555-6525
MAISD,Мейсон Дьюи,Кэти Дьюи,Продавец,"Улица Жозефа Бенса, 532",Брюссель,,Б-1180,Бельгия,(02) 201-24-67,(02) 201-24-68
AROUT,Вокруг бугры,Томас Гарди,Продажи Представитель,120 Ханвор кв.,Лондон,,WA1 1DP /think,Великобритания,(171) 555-7788,(171) 555-6750
OLDWO,Олд-Вэлли деликатесы,Рене Филлипс,Продажи Представитель,"улица Беринга, 2743",Анкоридж,АК,99508,США,(907) 555-7584,(907) 555-2880
VAFFE,Вафельбергер,Пале Иверсен,Менеджер продаж,Смагслогет 45,Руш,,8200,Дания,86 21 32 43,86 22 33 44
ROMEY,ромеро и тимьян,Алейндра Камильо,Бухгалтерский менеджер,"Гран-Ва, 1",Мадрид,,28001,Испания,(91) 7-456-2000,(91) 7-456-210
CACTU,Кактус Еда на вынос,Патрисио Симпсон,Продавец,Керрито 333,Буэнос-Айрес,,1010,Аргентина,(1) 135-55-55,(1) 135-4892
SUPRD,Супрèmes дли́цы,Паскаль Картрен,Бухгалтерский менеджер,"Бульвар Тиру, 255",Шербе,,Б-6000,Бельгия,+7 (23) 67-22-20,(071) 23-67-22-21
FOLIG,Фоли-гуרמанде,Мартин Рэнк,Помощник по продажам,"184, улице Турнон",Лилль,,59000,Франция,20.16.10.16,20.16.10.17
WANDK,Бродячая корова,Рита Мюллер,Продажи Представитель,"Аденауэра-аллея, 900",Стутгарт,,70563,Германия,0711-020361,0711-035428
HUNGC,Голодный койот Импорт Магазин,Йоси Лэтимер,Продажи Представитель,Центр города Плаза 516 Main St.,Эльгин,"О'Райли был удивлен, когда увидел, что у него в руках плюшевый мишка. Он никогда не видел ничего подобного.",97827,США,(503) 555-6874,(503) 555-2376
WARTH,Вариантный герк,Пиркко Коситало,Бухгалтерский менеджер,"Торикату, 38",Улу,,90110,Финляндия,981-443655,981-443655
DUMON,Из всего мира,Джинайн Лабрун,Владелец,"Улица П'ятидесяти заложников, 67",Нантес,,44000,Франция,40.67.88.88,40.67.89.89
GOURL,Гурман Лончоне́ты,Андре Фонсека,Продавец-консультант,"Аvenue Бразиль, 442",Кампинас,Спасибо,04876-786,Бразилия,(11) 555-9482,
FRANK,Франкенверсанд,Питер Франкен,Маркетинговый менеджер,Берлинер Плац 43,Мюнхен,,80805,Германия,089-0877310,089-0877451
FISSA,ФИССА Фабрика Интер. Салчихас С. А.,Диего Рёл,Бухгалтерский менеджер,"Моральзарзал, 86",Мадрид,,28034,Испания,(91) 555-94-44,(91) 555-55-93
RICSU,Ричтер Супермаркет,Майкл Холц,Менеджер продаж,Гренцаахервейг 237,Женева,,1203,Швейцария,0897-034214,
OTTIK,Оцилльи Кселаден,Генриетта Пфальцхаим,Владелец,Mehrheimerstraße 369,Клин,,50739,Германия,0221-0644327,0221-0765721
BLONP,Блонды-девчонки-дочки и сын,Фридрик Сите,Маркетинговый менеджер,24-е место Клебера,Страсбург,,67000,Франция,88.60.15.31,88.60.15.32
BOTTM,Рынки Bottom-Dollar,Элизабет Линкольн,Бухгалтерский менеджер,Бульвар Тсавассен 23,Цавассен,БС,T2F 8M4,Канада,(604) 555-4729,(604) 555-3745
TOMSP,Томатные специалитеты,Карин Джозефс,Маркетинговый менеджер,"Луисенстрассе, 48",Мёнстер,,44087,Германия,0251-031259,0251-035695
BSBEV,Пиво Б'с Бевериджз,Виктория Ашворθ,Продажи Представитель,Фонтлеройский цирк,Лондон,,5 ночей,Великобритания,(171) 555-1212,
PARIS,Париж специалитетов,Мари Бертран,Владелец,"Бульвар Шаронн, 265",Париж,,75012,Франция,(1) 156.201.111.127,(1) 42-34-22-77
GODOS,Годос Кухня Типичная,Жос Педро Фрейре,Менеджер продаж,"C/ Ромеро, 33",Севилья,,41101,Испания,(95) 555-82-82,
SANTG,Санть-Гормет,Джонас Бергульфсен,Владелец,улица Эрлинга Скаке 78,Ставерн,,4110,Норвегия,07-98 92 35,07-98 92 47
DRACD,Драконья кровь: деликатесы,Свен Оттлебен,Администратор заказа,Уолсервег 21,Аахен,,52066,Германия,0241-039123,0241-059428
FRANS,Франчи С.п.а.,Паоло Акорти,Продажи Представитель,"Вия Мон-Бланк, 34",Торино,,10100,Италия,011-4988260,011-4988261
VICTE,Пища на складе,Мэри Сэвли,Продавец,"2, улица Коммерции",Лион,,69004,Франция,78.32.54.86,78.32.54.87
COMMI,Комцио Минейру,Педру Афонсу,Продавец-консультант,"Аvenue des Lusades, 23",Сан-Паулу,Спасибо,05432-043,Бразилия,(11) 555-7647,
GREAL,"Рынок продуктов ""Великие озера""",Ховард Снайдер,Маркетинговый менеджер,Блэкберн-блюз-вэй 2732,Евгений,"О'Райли был удивлен, когда увидел, что у него в руках плюшевый мишка. Он никогда не видел ничего подобного.",97403,США,(503) 555-7555,
MORGK,Моргостерн Здоровье,Александр Файер,Маркетинговый помощник,"Герстрассе, 22",Лейпциг,,04179,Германия,0342-023176,
GROSR,Гроселла-Ресторан,Мануэл Перейра,Владелец,Пять авеню Лос-Палос-Грандес,Каракас,df,1081,Венесуэла,(2) 283-2951,(2) 283-3397
THECR,Крек-бокс,Лью Вонг,Маркетинговый помощник,55 Гризли Пик Роуд,Бут,МТ,59801,США,(406) 555-5834,(406) 555-8083
