customerid,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax
ROMEY,Ромеро и томил,Алекса́ндра Ка́мино,Бухгалтерский менеджер,"Гран Вэ, 1",Мадрид,,28001,Испания,(91) 7-456-2000,(91) 745-6210
WANDK,Бродячая корова,Рита Мллер,Специалист по продажам,"Аденауера-альлея, 900",Стутгарт,,70563,Германия,0711-020361,0711-035428
HANAR,Ханари Карнес,Марио Понсе,Бухгалтерский менеджер,"Руа Пау, 67",Рио-де-Жанейро,РЖ,05454-876,Бразилия,(21) 555-0091,(21) 555-8765
DRACD,Драконья кровь: деликатесы,Свеноттлебен,Администратор заказа,"Уолсервейг, 21",Аахен,,52066,Германия,0241-039123,0241-059428
QUEEN,Королева Кухня,Лция Карвальо,Маркетинговый помощник,"Алameda дос Канриос, 891",Сан-Паулу,сп,05487-020,Бразилия,(11) 555-1189,
TOMSP,Томс специальность,Карин Джозефс,Менеджер по маркетингу,"Луисенштрассе, 48",Мюнстер,,44087,Германия,0251-031259,0251-035695
QUEDE,Ква делиция,Бернардо Батиста,Бухгалтерский менеджер,"Улица Пекария, 12",Рио-де-Жанейро,РЖ,02389-673,Бразилия,(21) 555-4252,(21) 555-4545
BOTTM,Рынки Bottom-Dollar,Элизабет Линкольн,Бухгалтерский менеджер,"Бульвар Тсавассен, 23",Цавассен,Б,Т2Ф 8М4,Канада,(604) 555-4729,(604) 555-3745
PARIS,Париж специалитез,Мари Бертран,Владелец,"265, бульвар Шаррен",Париж,,75012,Франция,(1) 42.34.22.66,(1) 42.34.22.77
LILAS,Лила-Супермаркето,Карлос Гонсалес,Бухгалтерский менеджер,Кальяра 52 с авенью Болвар #65-98 Льяно Ларго,Баркисимето,Лара,3508,Венесуэла,(9) 331-6954,(9) 331-7256
PERIC,Перикл Класические блюда,Гимарайн Фернандес,Специалист по продажам,Кале Др. Хорхе Каш 321,"Мексико, ДФ",,05033,Мексика,(5) 552-3745,(5) 545-37-45
GROSR,Гроселла-Ресторан,Мануэль Перейра,Владелец,"5-я авеню, Лос-Пальос-Грандес",Каракас,DF,1081,Венесуэла,(2) 283-2951,(2) 283-3397
WARTH,Вартян Херкку,Пиркко Коскитало,Бухгалтерский менеджер,"Торикату, 38",Улу,,90110,Финляндия,981-443655,981-443655
FAMIA,Семья Аркибалдо,Ария Круз,Маркетинговый помощник,"Улица Орса, 92",Сан-Паулу,сп,05442-030,Бразилия,(11) 555-9857,
LETSS,Стоп Н Магазин,Джейми Йоррес,Владелец,"87 Полк-стрит, офис 5",Сан-Франциско,Калифорния,94117,США,(415) 555-5938,
LINOD,Лино-Деликатесы,Фелипе Изьярдо,Владелец,"День Пять Май, Порламар",Маргарита,Новая Спартея,4980,Венесуэла,(8) 34-56-12,(8) 34-93-93
QUICK,Остановить,Горст Клоц,Бухгалтерский менеджер,"Тауэрстрассе, 10",Куневальде,,01307,Германия,0372-035188,
SUPRD,Супрёмс длицы,Паскаль Картрейн,Бухгалтерский менеджер,"Бульвар Тиру, 255",Шарлеруа,,Б-6000,Бельгия,+7 (236) 722-20,(071) 23-67-22-21
GALED,Группы гурманов,Эдуардо Сааведра,Менеджер по маркетингу,"Рамбла де Каталония, 23",Барселона,,08022,Испания,(93) 203-4560,(93) 203-4561
FRANR,Ресторация в Франции,Карине Шмитт,Менеджер по маркетингу,"54, улица Ройале",Нантес,,44000,Франция,40.32.21.21,40.32.21.20
GREAL,"Рынок продуктов ""Великые озера""",Говард Снайдер,Менеджер по маркетингу,Бул. Бейкера 2732,Евгений,О,97403,США,(503) 555-7555,
MAISD,Дом Дьюи,Кاترин Дьюи,Продажи агент,"Улица Иосифа Бенса, 532",Брюссель,,Б-1180,Бельгия,(02) 201-24-67,(02) 201-24-68
COMMI,Comrcio Mineiro,Педру Афонсу,Продавец-консультант,"Авеню де Лусады, 23",Сан-Паулу,сп,05432-043,Бразилия,(11) 555-7647,
RANCH,Ранчо-Гранде,Серхио Гутьеррес,Специалист по продажам,Авенида дель Либератор 900,Buенос-Айрес,,1010,Аргентина,(1) 123-55-55,(1) 123-5556
PRINI,Принцесса Изабелла Винос,Изабел де Кастро,Специалист по продажам,Эстрада да Саде н. 58,Лиссабон,,1756,Португалия,(1) 356-5634,
DUMON,Из всего мира,Джинейн Лабрун,Владелец,Улица Пяти Расстрелянных,Нантес,,44000,Франция,40.67.88.88,40.67.89.89
CENTC,Мэнауско коммерческий центр,Франсиско Чанг,Менеджер по маркетингу,Сьерра-де-Гранада 9993,"Мексико, ДФ",,05022,Мексика,(5) 555-3392,(5) 555-7293
VAFFE,Вафлевидер,Пале Иденбург,Менеджер продаж,Смагслогет 45,Рюх,,8200,Дания,86 21 32 43,86 22 33 44
THEBI,Большой сырок,Лиз Никсон,Менеджер по маркетингу,"89 Jefferson Way, квартира 2",Портленд,О,97201,США,(503) 555-3612,
SANTG,Сант Готем,Джонас Бергульфсен,Владелец,"Эрлинг Скаке-гейт, 78",Ставер,,4110,Норвегия,07-98 92 35,07-98 92 47
GODOS,Годос cocina типична,Жозе Педро Фриере,Менеджер продаж,"улица Ромеро, 33",Севилья,,41101,Испания,(95) 555-82-82,
SPECD,Специалист мира,Доминик Периер,Менеджер по маркетингу,"25, улица Лауристона",Париж,,75016,Франция,(1) 47.55.60.10,17-я улица с. 47-55
SAVEA,Рынки «Сохраняем много»,Джозе Пааваротти,Специалист по продажам,187 Саффолк-лен.,Боис,ID,83720,США,(208) 555-8097,
HUNGO,Голодный сова круглосуточные магазины,Патриция Маккенна,Продавец-консультант,8 Джонуотер-роуд,Корк,Корк,,Ирландия,2967 542,2967 3333
SIMOB,Бистро Симонс,Йитте Петерсен,Владелец,Винблет 34,Копенгаген,,1734,Дания,31 12 34 56,31 13 35 57
MORGK,Морганстерн Здоровое питание,Александр Фейер,Маркетинговый помощник,Херст 22,Лейпциг,,04179,Германия,0342-023176,
BERGS,берглундс быстрый,Кристина Берглунд,Администратор заказа,Бергувсвен 8,Луле,,С-958-22,Швеция,0921-12 34 65,0921-12 34 67
OTTIK,Оттилии Кселаден,Генриетта Пфальцхайм,Владелец,"Mehrингерштрассе, 369",Клин,,50739,Германия,0221-0644327,0221-0765721
GOURL,Гурман-ланчонет,Андр Фонсека,Продавец-консультант,"Ав. Бразилия, 442",Кампинас,сп,04876-786,Бразилия,(11) 555-9482,
OCEAN,Океанский Атлантический Ltd.,Ивонне Монкада,Продажи агент,"Инженера Густаво Монкада, 8585, 20-й этаж",Buенос-Айрес,,1010,Аргентина,(1) 135-5333 /думать,(1) 135-5535
AROUT,Вокруг руля,Томас Гардер,Специалист по продажам,120 Хановер Стрит,Лондон,,WA1 1DP,Великобритания,(171) 555-7788,(171) 555-6750
LAMAI,Азиатский дом,Аннетт Рюле,Менеджер продаж,1 улица Эльзаса-Лотарингии,Тулуза,,31000,Франция,61.77.61.10,61.77.61.11
MAGAA,Магазинни Альментари Рьюнитати,Джованни Ровелли,Менеджер по маркетингу,"Вия Лодивико Моро, 22",Бергамо,,24100,Италия,035-640230,035-640231
FOLKO,Фольк и ФБ,Мария Ларссон,Владелец,Кергатан 24,برке,,С-844/67,Швеция,0695-34 67 21,
OLDWO,Старый мир деликатесов,Рене Филиппс,Специалист по продажам,"улица Беринга, 2743",Анкоридж,АК,99508,США,(907) 555-7584,(907) 555-2880
MEREP,Мре Паиларде,Жан Фреснире,Маркетинговый помощник,43 улица Сен-Лоран,Монреаль,Квебек,Х1В 1С3,Канада,(514) 555-8054,(514) 555-8055
PICCO,Пикколо и другие,Георг Пиппс,Менеджер продаж,"Геислевег, 14",Цюрих,,5020,Австрия,6562-9722,6562-9723
TRADH,رادио Гипермаркетс,Анабела Дингус,Специалист по продажам,"Авеню Инс де Кастро, 414",Сан-Паулу,сп,05634-030,Бразилия,(11) 555-2167,(11) 555-2168
CONSH,Объединённые Холдинги,Элизабет Браун,Специалист по продажам,Беркли-Гарденс 12  Пивоварня,Лондон,,WX1 6ЛТ,Великобритания,(171) 555-2282,(171) 555-9199
BOLID,Блидо Комиды приготовленные,Мартин Соммер,Владелец,"Аракиль, 67",Мадрид,,28023,Испания,+7 (916) 000-22-82,(91) 555-91-99
WOLZA,Волский Заезд,Збысек Пиестрзениевич,Владелец,"улица Фильтровая, 68",Варшава,,01-012,Польша,(26) 642-7012,(26) 642-7012
WHITC,Белый Кловер Маркетс,Карл Яблонский,Владелец,"305 - 14-я авеню ЮС, офис 3Б",Сеаттл,WA,98128,США,(206) 555-4112,(206) 555-4115
VINET,"Вина и крепкие напитки ""Шевалье""",Пьер Энрио,Бухгалтерский менеджер,59 улица аббатства,Реймс,,51100,Франция,26.47.15.10,26.47.15.11
CACTU,"Кактус ""Еда на вынос""",Патрицио Симпсон,Продажи агент,Керре́то-333,Buенос-Айрес,,1010,Аргентина,(1) 135-55-55,(1) 135-4892
RICSU,Ричтер Супермаркет,Майкл Хольц,Менеджер продаж,Grenzacherweg 237,Женева,,1203,Швейцария,0897-034214,
ALFKI,Альфредс Футтеркист,Мария Андресь,Специалист по продажам,Обер стр. 57,Берлин,,12209,Германия,030-0074321,030-0076545
BSBEV,Б'с Бэвереджз,Виктория Ашворт,Специалист по продажам,Фонтленерой Цирк,Лондон,,EC2 5 НТ,Великобритания,(171) 555-1212,
LEHMS,Леяхменс Маркетстанд,Ренате Месснер,Специалист по продажам,Магазинвейг 7,Франкфурт-на-Майне,,60528,Германия,069-0245984,069-0245874
