customerid,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax
TRADH,Radio гипермаркет,Анабела Домингуш,Продажи представитель,"Аvenue Инс де Кастро, 414",Сан-Паулу,Спасибо,05634-030,Бразилия,(11) 555-2167,(11) 555-2168
GREAL,Отличный продуктовый рынок Великих озер,Ховард Снайдер,Менеджер по маркетингу,"Блvd. Бейкера, 2732",Евгений,О'р,97403,США,(503) 555-7555,
OLDWO,Старый Мир деликатесы,РенеPhillips,Продажи представитель,"улица Беринга, 2743",Анкоридж,АК,99508,США,(907) 555-7584,(907) 555-2880
DUMON,Мире,Джинин Лабран,Владелец,"67, улица Пяти Завоевателей",Нантес,,44000,Франция,40.67.88.88,40.67.89.89
MEREP,Мре Паиларде,Жан Фрёниер,Маркетинговый помощник,43 улица Сен-Лоран,Монреаль,Квебек,1К3,Канада,(514) 555-8054,(514) 555-8055
KOENE,Книльцо Эссен,Филип Крамер,Продавец,"Маубельштрассе, 90",Бранденбург,,14776,Германия,0555-09876,
MAISD,Мейсон Дьюи,Кэтрин Дьюи,Продавец,"Улица Жозефа Бенса, 532",Брюссель,,Б-1180,Бельгия,(02) 201-24-67,(02) 201-24-68
FOLIG,Фоли-гурумандес,Мартин Рэнк,Помощник по продажам,"184, улица Турньи",Лилль,,59000,Франция,20.16.10.16,20.16.10.17
SAVEA,"Рынки ""Сберегайте-багато""",Хосе Пералта,Продажи представитель,187 Саффолк-лен.,Боис,АИД,83720,США,(208) 555-8097,
THEBI,Большой сыр,Лиз Никсон,Менеджер по маркетингу,"89 Джефферсон-вей, офис 2",Портленд,О'р,97201,США,(503) 555-3612,
FRANS,Франчи С.п.а.,Паоло Акорти,Продажи представитель,"Виа Монте Белло, 34",Турин,,10100,Италия,011-4988260,011-4988261
GROSR,Гроселла-Ресторант,Мануэль Перейра,Владелец,Пять авеню Лос-Палос-Грандес,Каркась,"К сожалению, я не понимаю ваш запрос. Можете ли вы, пожалуйста, уточнить, что именно вы хотите перевести?",1081,Венесуэла,(2) 283-2951,(2) 283-3397
SIMOB,Бистро Симонс,Йытте Петерсен,Владелец,"Виндблетт, тридцать четыре",Копенгаген,,1734,Дания,31 12 34 56,31 13 35 57
ANTON,Антонио Морено Такака,Антонио Морено,Владелец,Мясокомбинат «Маторос»,"Мексико, ДФ",,05023,Мексика,(5) 555-3932,
NORTS,Север/Юг,Симон Кроуфорд,Продавец,"Южный дом, 300 Queen's Bridge",Лондон,,SW7-1RZ,Великобритания,(171) 555-7733,(171) 555-2530
ANATR,Ана Трухильо Эмпареадос и Хельадо,Ана Трухильо,Владелец,Авода де ла Конституциона 2222,"Мексико, ДФ",,05021,Мексика,(5) 555-4729,(5) 555-3745
LONEP,Ресторан Лонли Пайн,Фран Уилсон,Менеджер по продажам,89 Чиароскуро Руд,Портленд,О'р,97219,США,(503) 555-9573,(503) 555-9646
CENTC,Коммерческий центр Москета,Франсиско Чанг,Менеджер по маркетингу,Сьерра-де-Гранада 9993,"Мексико, ДФ",,05022,Мексика,(5) 555-3392,(5) 555-7293
MORGK,Мо́ргенште́йн Здоров'я,Александр Фейер,Маркетинговый помощник,Херестраассе 22,Лейпциг,,04179,Германия,0342-023176,
LAZYK,"Кантина ""Ленивый К""",Джон Стил,Менеджер по маркетингу,12 Оркестровая терраса,Вала-Вала,ВА,99362,США,(509) 555-7969,(509) 555-6221
ISLAT,Островные торги,Хелен Бентт,Менеджер по маркетингу,"Домик в саду, Кроудер-вей",Коуес,Остров Уайт,ПО-31-7ПЖ,Великобритания,(198) 555-8888,
BOLID,Блидо Кустарная пища,МартинSommer,Владелец,"Аракиль, 67",Мадрид,,28023,Испания,(91) 555-22-82,(91) 555-91-99
OCEAN,Окано Атлантико Лтда.,Ивонне Монкада,Продавец,"Инж. Густаво Монкада 8585, 20-й этаж",Буенос-Айрес,,1010,Аргентина,(1) 8-926-135-5333,(1) 135-55-35
THECR,Крек-бокс,Лью Вонг,Маркетинговый помощник,55 Гризли Пик Род,Бут,МТ,59801,США,(406) 555-5834,(406) 555-8083
FRANK,Франкенверsand,Питер Франкен,Менеджер по маркетингу,"Берлинер Плац, дом 43",Мюнхен,,80805,Германия,089-0877310,089-0877451
TRAIH,Поставщики деликатесов «Хед Трейл»,Гелветиус Наг,Продавец,722 Boulevard Да Винчи,Киркленд,ВА,98034,США,(206) 555-8257,(206) 555-2174
GOURL,Гурман-ланчонет,Андре Фонсека,Продавец,"Проспект Бразилии, 442",Кампинас,Спасибо,04876-786,Бразилия,(11) 555-9482,
SANTG,Санть-Гурмет,Ионас Бергульфсен,Владелец,"улица Эрлинга Скакке, дом 78",Ставерн,,4110,Норвегия,07-98 92 35,07-98 92 47
DRACD,Дракенблат delikatessen,Свен Оттлебен,Администратор заказа,"Уолсеровег, 21",Аахен,,52066,Германия,0241-039123,0241-059428
WOLZA,Волский Зайезд,Збышек Пьетришевич,Владелец,"улица Фильтровая, 68",Вашаштовна,,01-012,Польша,(26) 642-7012,(26) 642-7012
SPECD,Специалисты мира,Доминик Периер,Менеджер по маркетингу,"Улица Лористон, 25",Париж,,75016,Франция,(1) 47.55.60.10,(1) 47.55.60.20
BERGS,Берглундс СнаббКП,Кристина Берглунд,Администратор заказа,Бергувсвген 8,Луле,,С-958-22,Швеция,0921-12 34 65,0921-12 34 67
TOMSP,Тому,Карин Джозефс,Менеджер по маркетингу,"Луисенштрассе, 48",Мёнстер,,44087,Германия,0251-031259,0251-035695
SUPRD,Супер-делисес,Паскаль Картрен,Менеджер по бухгалтерскому учету,"Бульвар Тиро, 255",Шарлеруа,,Б-6000,Бельгия,(071) 23-67-22-20,(071) 23-67-22-21
PICCO,Пикколо и др.,Георг Пиппс,Менеджер по продажам,"Гейслвейг, дом 14",Цюрих,,5020,Австрия,6562-9722,6562-9723
EASTC,Восточное соединение,Анн Девон,Продавец,35 короля Георга,Лондон,,WX3 6ФВ,Великобритания,(171) 555-0297,(171) 555-3373
