customerid,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax
HUNGO,Голодный сова круглосуточные продуктовые,Патриция МакКенна,Продавец-консультант,8 طريق Джонстаун,Корк,Корк,,Ирландия,2967 542,2967 3333
TRADH,Традио Гипермеркадо,Анебела Домингуш,Продажи-представитель,"Авеню Инс де Кастро, 414",Сан-Паулу,Спасибо,05634-030,Бразилия,(11) 555-2167,(11) 555-2168
BERGS,Берглундс снаббкеп,Кристина Берглунд,Администратор заказов,Бергувсвген 8,Луле,,С-958/22,Швеция,0921-12 34 65,0921-12 34 67
HUNGC,Сытый койот импортный магазин,Йоси Лэтар,Продажи-представитель,Центральный центр 516 Main St.,Эльгин,О'Р,97827,США,(503) 555-6874,(503) 555-2376
RANCH,Ранчо-Гранде,Серхио Гутьеррес,Продажи-представитель,Авенида дель Либертадор 900,Буенос-Айрес,,1010,Аргентина,(1) 123-5555,(1) 123-555-6666
MORGK,Мёргенштайн Здоровье,Александр Файер,Маркетинговый помощник,Χερстр. 22,Лейпциг,,04179,Германия,0342-023176,
VINET,Вина и алкогольные напитки Шевалье,Поль Хенриот,Руководитель бухгалтерского отдела,59 улица Аббата,Реймс,,51100,Франция,26.47.15.10,26.47.15.11
CHOPS,Чоп-суй,Ян Ванг,Владелец,"Главная улица, 29",Берн,,3012,Швейцария,0452-076545,
LAZYK,Лень K Страна Магазин,Джон Стил,Менеджер по маркетингу,12 Оркестровая терраса,Вала-Вала,ВА,99362,США,(509) 555-7969,(509) 555-6221
LETSS,Давайте остановимся в Н-Шопе,Джейми Йоррес,Владелец,"87 Полк-стрит, оф. 5",Сан-Франциско,Калифорния,94117,США,(415) 555-5938,
FRANK,Франкенверсанд,Питер Фрэнкен,Менеджер по маркетингу,Берлинер Плац 43,Мюнхен,,80805,Германия,089-0877310,089-0877451
VAFFE,Вафл-ъёрд,Пале Ибен,Менеджер по продажам,Смагслогет 45,РХУС,,8200,Дания,86 21 32 43,86 22 33 44
FOLKO,Народ и ФБ,Мария Ларссон,Владелец,Кергатан 24,Брке,,С-844/67,Швеция,0695-34 67 21,
WILMK,Вилман Калла,Мати Картунен,Владелец/ассистент по маркетингу,Кескускату 45,Гельсинки,,21240,Финляндия,90-224 8858,90-224 8858
PRINI,Принцеса Изабелла Винhos,Исаэль де Кастро,Продажи-представитель,Эстрада да Садэ Н. 58,Лиссабон,,1756,Португалия,(1) 356-5634,
CACTU,Кактус Еда на вынос,Патрисио Симпсон,Продавец,Керрето 333,Буенос-Айрес,,1010,Аргентина,(1) 135-55-55,(1) 135-4892
GOURL,Гурмет-ланчонетки,Андроник Фонсека,Продавец-консультант,"Аvenue Бразилия, 442",Кампинас,Спасибо,04876-786,Бразилия,(11) 555-9482,
BONAP,Доброе утро,Лоран Лебиган,Владелец,"12, улица Бутшеров",Марсель,,13008,Франция,91.24.45.40,91.24.45.41
WELLI,Веллингтон Импортирующая,Паула Паренте,Менеджер по продажам,"Руа do Mercado, 12",Резенде,Спасибо,08737-363,Бразилия,(14) 555-8122,
LINOD,Лино-Деликатесы,Филипе Изьардо,Владелец,День пятого мая в Порламе,И. де Маргарита,Новая Спарта,4980,Венесуэла,[8] 34-56-12,(8) 34-93-93
TRAIH,Кулинарные продукты Trail's Head,Гелветий Надь,Продавец-консультант,Бульвар Давенчи 722,Киркленд,ВА,98034,США,(206) 555-8257,(206) 555-2174
FURIB,Фурия Бакалау и Фрукты Море,Лино Родригес,Менеджер по продажам,Сад роз №32,Лиссабон,,1675,Португалия,(1) 354-2534,(1) 354-2535
LACOR,Суккуленты,Даниэль Тонини,Продажи-представитель,"Аvenue де л'Европа, 67",Версаль,,78000,Франция,30.59.84.10,30.59.85.11
SIMOB,Бистро Симонс,Ийтте Петерсен,Владелец,Винблет 34,Копенгаген,,1734,Дания,31 12 34 56,31 13 35 57
DRACD,Дракеблют деликатесы,Свен Оттлиб,Администратор заказов,"Уолсервейг, 21",Аахен,,52066,Германия,0241-039123,0241-059428
THEBI,Большой сыр,Лиз Никсон,Менеджер по маркетингу,"89 Джефферсон-вей, офис 2",Портленд,О'Р,97201,США,(503) 555-3612,
