customerid,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax
LONEP,"Ресторан ""Однажды грустный""",Фран Уилсон,Менеджер по продажам,89 Чиароускуро 로드.,Портленд,О'Р,97219,США,(503) 555-9573,(503) 555-9646
SIMOB,Бистро Симонс,Ийтте Петерсен,Владелец,Винблет 34,Копенгаген,,1734,Дания,31 12 34 56,31 13 35 57
LILAS,ЛИЛА-Супермаркет,Карлос Гонсалес,Менеджер бухгалтерского учета,Carrera 52 с Ave. Болвар #65-98 Льяно Ларго,Баркисимето,Лара,3508,Венесуэла,(9) 331-6954,(9) 331-7256
TRAIH,Поставщики гурмет-продуктов «Утраки в голове»,Гельветиус Надь,Продавец-консультант,722 бульвар Да Винчи,Киркленд,ВА,98034,США,(206) 555-8257,(206) 555-2174
QUICK,Стоп-сигнал,Горст Клосс,Менеджер бухгалтерского учета,"Таукерштрассе, 10",Кюновальде,,01307,Германия,0372-035188,
LACOR,Корна изобилия,Даниэль Тонини,Продавец,"67, проспект Европы",Версаль,,78000,Франция,30.59.84.10,30.59.85.11
LEHMS,Лехманн — это торговая точка,Ренате Месснер,Продавец,"Магазиновая улица, 7",Франкфурт-на-Майне,,60528,Германия,069-0245984,069-0245874
THEBI,Большой сыр,Лиз Никсон,Менеджер по маркетингу,"89 Jefferson Way, офис 2",Портленд,О'Р,97201,США,(503) 555-3612,
RANCH,Раньо гранде,Серхио Гутьеррес,Продавец,Авенида дель Либертадор 900,Буэнос-Айрес,,1010,Аргентина,(1) 123-555-5555,(1) 123-555-6666
HILAA,Хиларион-Абастос,Карлос Эрнандес,Продавец,Кальяра 22 авеню Карлоса Соублете #8-35,Сан-Кристобаль,Чира,5022,Венесуэла,(5) 555-1340,(5) 555-1948
CHOPS,Китайская чопсюй,Янь Ванг,Владелец,"Главная улица, 29",Берн,,3012,Швейцария,0452-076545,
SEVES,Семь Морей Импорты,Хари Кумар,Менеджер по продажам,90 Уадхерст-роуд.,Лондон,,"Оксфорд, Оуэн-Хоус",Великобритания,(171) 555-1717,(171) 555-5646
GOURL,Гурман Ланчонете,Андроник Фонсека,Продавец-консультант,"Авеню Бразилиа, 442",Кампинас,Спасибо!,04876-786,Бразилия,(11) 555-9482,
BOLID,Блидо Комунда Пребарато,Мартин Соммер,Владелец,"Аракиль, 67",Мадрид,,28023,Испания,(91) 555-22-82,(91) 555-91-99
VINET,Вино и алкогольные напитки.,Поль Энрико,Менеджер бухгалтерского учета,59 улица Аббата,Реймс,,51100,Франция,26.47.15.10,26.47.15.11
EASTC,Восточное соединение,Энн Девон,Продавец,35 короля Георга,Лондон,,WX3 6ФВ,Великобритания,(171) 555-0297,(171) 555-3373
OLDWO,Старая мировая деликатесы,Рене Филиппс,Продавец,2743 Беринг-стрит.,Анкоридж,АК,99508,США,(907) 555-7584,(907) 555-2880
RICSU,Ричтер Супермаркет,Майкл Холц,Менеджер по продажам,"Гренцахервег, 237",Женева,,1203,Швейцария,0897-034214,
SPECD,Специалитет мира,Доминик Периер,Менеджер по маркетингу,"ул. Лауристон, 25",Париж,,75016,Франция,(1) 47.55.60.10,[1] 47.55.60.20
ANTON,Антонио Морено Такара,Антонио Морено,Владелец,Мата-дос-Трес 2312,"Мексико, Д.Ф.",,05023,Мексика,(5) 555-3932,
LAZYK,Отдыхающий К-Кантри Стор,Джон Стейл,Менеджер по маркетингу,12 Оркестр Террас,Вала-Вала,ВА,99362,США,(509) 555-7969,(509) 555-6221
AROUT,Вокруг бури,Томас Харди,Продавец,"Пляшниковая площадь, 120",Лондон,,WA1 1DP,Великобритания,(171) 555-7788,(171) 555-6750
QUEEN,Королева Козинья,Лция Карвалью,Маркетинговый помощник,"Аламеда дос Канриос, 891",Сан-Паулу,Спасибо!,05487-020,Бразилия,(11) 555-1189,
TORTU,Тортуга Ресторан,Мигель Анхель Паолино,Владелец,Авадя. Азтекас 123,"Мексико, Д.Ф.",,05033,Мексика,(5) 555-2933,
GODOS,Хорошая кулинария,Жозе Педро Фрейре,Менеджер по продажам,"C/ Ромеро, 33",Севилья,,41101,Испания,(95) 555-82-82,
RATTC,Грозный змеи-кань-магазин,Паула Уилсон,Ассистент представителя по продажам,2817 Милтон-драйв,Альбукерке,НМ,87110,США,(505) 555-5939,(505) 555-3620
ALFKI,Альфредс Фюттеркист,Мария Андре́с,Продавец,"Улица Оберна, дом 57",Берлин,,12209,Германия,030-0074321,030-0076545
TRADH,Radio Гипермаркет,Анебела Домингуш,Продавец,"Аvenue Инс де Кастро, 414",Сан-Паулу,Спасибо!,05634-030,Бразилия,(11) 555-2167,(11) 555-2168
LETSS,Давайте остановимся в Н-Шопе,Джейми Йоррес,Владелец,"87 Полк-ст., офис 5",Сан-Франциско,Кальфорния,94117,США,(415) 555-5938,
FRANR,Ресторация Франции,Карин Шмитт,Менеджер по маркетингу,"54, улица Королёвская",Нант,,44000,Франция,40.32.21.21,40.32.21.20
PICCO,Пикколо и др.,Джордж Пипс,Менеджер по продажам,"Геислевег, 14",Целль-ам-Зеец,,5020,Австрия,6562-9722,6562-9723
TOMSP,Томс специализация,Карин Джозефс,Менеджер по маркетингу,"Луисенштрассе, 48",Мюнстер,,44087,Германия,0251-031259,0251-035695
FRANK,Франкенвер Санд,Питер Франкен,Менеджер по маркетингу,"Берлинер Плац, дом 43",Мюнхен,,80805,Германия,089-0877310,089-0877451
LINOD,Лино-Деликатесы,Фелипе Ивердо,Владелец,Аве. Пять мая Порламар,Маргарита,Новая Гранада,4980,Венесуэла,(8) 34-56-12,(8) 34-93-93
WILMK,Вильман Кала,Мати Карттунен,Владелец/ассистент по маркетингу,Кескускату 45,Гельсинки,,21240,Финляндия,90-224 8858,90-224 8858
BOTTM,Рынки Bottom-Dollar,Элизабет Линкольн,Менеджер бухгалтерского учета,Бульвар Тсауассен 23,Цавассен,БЦ,Т2Ф 8М4,Канада,(604) 555-4729,(604) 555-3745
QUEDE,Квадратная,Бернардо Батиста,Менеджер бухгалтерского учета,"улица Панационария, 12",Рио-де-Жанейро,РЖ,02389-673,Бразилия,(21) 555-4252,(21) 555-4545
DRACD,Драконья кровь Деликатесы,Свен Оттлебен,Администратор заказов,"Уолсервейг, 21",Аахен,,52066,Германия,0241-039123,0241-059428
FURIB,Фурия Бакалау и Морепродукты,Лино Родригес,Менеджер по продажам,Сад роз н. 32,Лиссабон,,1675,Португалия,(1) 354-2534,(1) 354-2535
GALED,Гаспачо,Эдуардо Сазаре,Менеджер по маркетингу,"Рамбла де Каталония, 23",Барселона,,08022,Испания,(93) 203-4560,(93) 203-4561
GREAL,"Рынок продуктов ""Великая озера""",Ховард Снайдер,Менеджер по маркетингу,"Булвар Бейкера, 2732",Евгений,О'Р,97403,США,(503) 555-7555,
SANTG,Сант Готем,Джонас Бергульфсен,Владелец,улица Эрлинга Скаки 78,Ставер,,4110,Норвегия,07-98 92 35,07-98 92 47
MORGK,Моргостерн Здоровье,Александр Фейер,Маркетинговый помощник,Heerstraße 22,Лейпциг,,04179,Германия,0342-023176,
CONSH,Консолидированные холдинги,Элизабет Браун,Продавец,Беркли-Гарденс 12 Брейкери,Лондон,,WKХ-1 СЛТ,Великобритания,(171) 555-2282,(171) 555-9199
CACTU,Кактус - это ресторан с фаст-фудом и едой на вынос.,Патрисио Симпсон,Продавец,Церрито-333,Буэнос-Айрес,,1010,Аргентина,(1) 135-55-55,(1) 135-4892
KOENE,Книно-Эссен,Филип Крамер,Продавец-консультант,"Маубельштрассе, 90",Бранденбург,,14776,Германия,0555-09876,
GROSR,Гроселла-Ресторан,Мануэль Перейра,Владелец,Пять авеню Лос-Палос-Грандес,Каракас,ДФ,1081,Венесуэла,(2) 283-2951,(2) 283-3397
FRANS,Франчи С.п.а.,Паоло Аккорти,Продавец,Вия Мон-Бан 34,Турин,,10100,Италия,011-4988260,011-4988261
OCEAN,Океан Атлантик Лтд.,Ивонн Монкада,Продавец,"Инж. Густаво Монкада, 8585, 20-й этаж",Буэнос-Айрес,,1010,Аргентина,(1) 135-53-33,(1) 135-5535
REGGC,Реггьяни Кэсификити,Мauroццио Морони,Продавец-консультант,Провинциальная дорога 124,Регγιο-Эмилия,,42100,Италия,0522-556721,0522-556722
ISLAT,Островная торговля,Хелен Беннетт,Менеджер по маркетингу,"Домик в саду, улица Кроуфорд-вей",Коусес,Остров Вайт,ПО-31-7ПЖ,Великобритания,(198) 555-8888,
