customerid,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax
MORGK,Моргенстерн Гесундкост,Александр Фауэр,Помощник по маркетингу,Стр. 22,Лейпциг,,04179,Германия,0342-023176,
LAZYK,Ленивый магазин K Kountry,Джон Стил,Управляющий маркетингом,12 Оркестра Терраса,Уолла Уолла,WA,99362,США,(509) 555-7969,(509) 555-6221
ISLAT,&quot; Островная торговля &quot;,Хелен Беннетт,Управляющий маркетингом,Сад-Хаус - дорога для бродяг,Коусы,Остров Уайт,PO31 7PJ,Соединенное Королевство,(198) 555-8888,
BOLID,Подготовка &lt; &lt; Блидо комидас &gt; &gt;,Мартн Соммер,Владелец,"С/ Аракил, 67",Мадрид,,28023,Испания,(91) 555 22 82,(91) 555 91 99
OCEAN,Окано Атлинтико Лтда.,Ивонн Монкада,Агент по продаже,Инг. Густаво Монкада 8585 Писо 20-А,Буэнос-Айрес,,1010,Аргентина,1) 135-5333,1) 135-5535
THECR,Коробка для крекеров,Лю Вонг,Помощник по маркетингу,55 Grizzly Peak Rd.,Бутылка,МТ,59801,США,(406) 555-5834,(406) 555-8083
FRANK,Франкенверс и,Питер Франкен,Управляющий маркетингом,Берлинский платец 43,Мнхен,,80805,Германия,089-0877310,089-0877451
TRAIH,Голова трейла Gourmet Productioners,Гельветий Надьяма,Ассоциированный сотрудник по продажам,722 DaVinci Blvd.,Киркленд,WA,98034,США,(206) 555-8257,(206) 555-2174
GOURL,Гурмет Ланчонеты,Андр Фонсека,Ассоциированный сотрудник по продажам,"Ав. Бразил, 442",Кампинас,СП,04876-786,Бразилия,11) 555-9482,
SANTG,Сант Гурмет,Джонас Бергульфсен,Владелец,Ворота Эрлинг Скэккс 78,Ставерн,,4110,Норвегия,07-98 92 35,07-98 92 47
DRACD,Drachenblut Delikatessen,Свен Отлиб,Администратор Порядка,Уолсервег 21,Ахен,,52066,Германия,0241-039123,0241-059428
WOLZA,Вольски Зажазд,Збишек Пьестреньевич,Владелец,ul. filtrowa 68,Вашава,,01-012,Польша,(26) 642-7012,(26) 642-7012
SPECD,&lt; &lt; Спциалиты мира &gt; &gt;,Доминик Перьер,Управляющий маркетингом,"25, rue Lauriston",Париж,,75016,Франция,"1) 47,55.60.10",1) 47.55.60.20
BERGS,Берглунды сбивают с толку,Кристина Берглунд,Администратор Порядка,Бергувсвген 8,Луле,,S-958 22,Франция,0921-12 34 65,0921-12 34 67
TOMSP,Toms Spezialitten,Карин Джозефс,Управляющий маркетингом,Луисенстр. 48,Ммстер,,44087,Германия,0251-031259,0251-035695
SUPRD,Супримовые куски,Мастерская автомобильная поезда,Бухгалтер,"Бульвар Тиру, 255",Шарлерой,,B-6000,Бельгия,(071) 23 67 22 20,(071) 23 67 22 21
PICCO,Пикколо und mehr,Георг Пиппс,Менеджер по продажам,Гейслвег 14,Зальцбург,,5020,Австрия,6562-9722,6562-9723
EASTC,Восточная связь,Энн Девон,Агент по продаже,35 Король Георг,Лондон,,WX3 6FW,Соединенное Королевство,(171) 555-0297,(171) 555-3373
